Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
Valencia,Enzo Barrenechea,ar ARG,MF,23.0,24.6,44,1.81,35,1,0,1,3,4,8,0.33,5,1,0,0,1,1
Valencia,Dimitri Foulquier,fr FRA,DF,31.0,25.6,36,1.41,26,4,1,3,0,2,4,0.16,3,0,0,1,0,0
Valencia,Hugo Duro,es ESP,FW,24.0,24.2,29,1.2,19,0,1,4,5,0,5,0.21,1,0,0,1,3,0
Valencia,Domingos André Ribeiro Almeida,pt POR,MF,24.0,22.2,86,3.92,54,17,1,3,9,2,6,0.27,5,1,0,0,0,0
Valencia,José Luis Gayà,es ESP,DF,29.0,20.1,39,1.95,35,1,2,1,0,0,5,0.25,4,0,1,0,0,0
Valencia,José Luis García Vayá,es ESP,MF,25.0,19.4,53,2.74,29,21,1,1,1,0,3,0.15,3,0,0,0,0,0
Valencia,Jesus Vazquez,es ESP,DF,21.0,10.3,9,0.88,6,0,1,1,0,1,1,0.1,1,0,0,0,0,0
Valencia,Yarek Gasiorowski,es ESP,DF,19.0,10.6,7,0.67,5,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Valencia,Umar Sadiq,ng NGA,FW,27.0,9.2,15,1.64,8,0,2,2,1,2,3,0.33,0,0,1,1,0,1
Valencia,Thierry Correia,pt POR,DF,25.0,8.6,16,1.87,12,1,2,0,1,0,0,0.0,0,0,0,0,0,0
Valencia,Mouctar Diakhaby,gn GUI,DF,27.0,7.3,4,0.55,2,0,0,2,0,0,1,0.14,1,0,0,0,0,0
Valencia,Rafa Mir,es ESP,FW,27.0,8.4,11,1.31,8,0,0,3,0,0,4,0.48,2,0,0,2,0,0
Valencia,Dani Gómez,es ESP,FW,26.0,6.0,6,1.02,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Valencia,Francisco Perez,es ESP,FW,21.0,6.4,16,2.53,16,0,0,0,0,0,1,0.16,1,0,0,0,0,0
Valencia,Hugo Guillamón,es ESP,MF,24.0,4.1,7,1.73,6,0,1,0,0,0,1,0.25,1,0,0,0,0,0
Valencia,Stole Dimitrievski,mk MKD,GK,30.0,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valencia,Sergi Canós,es ESP,MF,27.0,4.1,19,4.6,13,1,0,4,1,0,1,0.24,1,0,0,0,0,0
Valencia,Ivan Jaime Pajuelo,es ESP,MF,23.0,3.3,12,3.65,9,1,1,0,1,0,0,0.0,0,0,0,0,0,0
Valencia,Germán Valera,es ESP,MF,22.0,1.7,5,3.04,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Valencia,Max Aarons,eng ENG,DF,24.0,1.3,1,0.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valencia,Maximiliano Caufriez,be BEL,DF,27.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valencia,Rodrigo Abajas,es ESP,DF,21.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valencia,Martín Tejón,es ESP,MF,20.0,0.5,1,1.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valencia,Iker Córdoba,es ESP,DF,18.0,0.2,1,6.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valencia,David Otorbi,es ESP,MF,16.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Valencia,Alberto Marí,es ESP,FW,23.0,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Getafe,David Soria,es ESP,GK,31.0,38.0,8,0.21,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Getafe,Omar Alderete,py PAR,DF,27.0,33.1,37,1.12,28,1,1,5,1,1,4,0.12,2,0,0,1,1,0
Getafe,Iglesias,es ESP,DF,26.0,32.1,59,1.84,30,16,4,3,5,1,5,0.16,2,1,0,1,0,1
Getafe,Luis Milla,es ESP,MF,29.0,32.0,130,4.07,72,43,4,4,5,2,6,0.19,3,3,0,0,0,0
Getafe,Diego Rico,es ESP,DF,31.0,31.3,75,2.39,48,22,1,2,2,0,8,0.26,2,3,1,1,1,0
Getafe,Mauro Arambarri,uy URU,MF,28.0,29.6,54,1.83,34,0,3,6,9,2,3,0.1,1,0,0,2,0,0
Getafe,Djené,tg TOG,DF,32.0,28.4,21,0.74,18,1,0,0,1,1,1,0.04,1,0,0,0,0,0
Getafe,Christantus Uche,ng NGA,FW,21.0,27.8,78,2.82,53,0,7,2,15,1,10,0.36,8,0,0,0,2,0
Getafe,Domingos Duarte,pt POR,DF,29.0,20.7,9,0.44,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Getafe,Carles Pérez,es ESP,MF,26.0,16.0,40,2.52,26,1,6,2,3,2,1,0.06,0,0,0,0,0,1
Getafe,Ramón Terrats,es ESP,MF,23.0,13.7,32,2.36,23,4,1,1,2,1,2,0.15,2,0,0,0,0,0
Getafe,Bertuğ Yıldırım,tr TUR,FW,22.0,12.1,21,1.75,13,0,1,2,4,1,1,0.08,0,0,0,0,1,0
Getafe,Alex Sola,es ESP,MF,25.0,11.6,26,2.28,17,0,6,0,3,0,2,0.18,2,0,0,0,0,0
Getafe,Coba da Costa,es ESP,MF,22.0,11.3,37,3.31,28,0,5,2,1,1,4,0.36,3,0,0,1,0,0
Getafe,Juan Berrocal,es ESP,DF,25.0,11.9,6,0.51,4,1,0,0,0,1,1,0.08,1,0,0,0,0,0
Getafe,Allan Nyom,cm CMR,DF,36.0,9.9,11,1.12,7,0,0,1,2,1,3,0.3,2,0,0,1,0,0
Getafe,Juan Bernat,es ESP,MF,31.0,7.9,10,1.29,10,0,0,0,0,0,1,0.13,1,0,0,0,0,0
Getafe,Juanmi,es ESP,FW,31.0,7.8,9,1.16,7,0,1,0,0,1,1,0.13,1,0,0,0,0,0
Getafe,Borja Mayoral,es ESP,FW,27.0,12.4,19,1.54,16,0,1,1,0,1,2,0.16,1,0,0,1,0,0
Getafe,Álvaro Rodríguez,uy URU,FW,20.0,9.5,16,1.69,9,0,4,2,1,0,0,0.0,0,0,0,0,0,0
Getafe,Carles Aleñá,es ESP,MF,26.0,5.1,8,1.6,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Getafe,Jesús Santiago,es ESP,MF,20.0,4.2,6,1.45,2,1,0,0,2,1,0,0.0,0,0,0,0,0,0
Getafe,Nabil Aberdin,fr FRA,MF,21.0,3.0,3,1.03,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Getafe,Peter González,do DOM,MF,22.0,5.3,13,2.44,7,1,0,3,1,1,1,0.19,1,0,0,0,0,0
Getafe,Abdoulaye Keita,es ESP,FW,21.0,1.1,1,0.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Getafe,Ismael Bekhoucha,ma MAR,MF,19.0,0.8,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Getafe,Alberto Risco,es ESP,MF,18.0,0.8,6,7.71,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Getafe,John Joe,ie IRL,MF,20.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Getafe,Gorka Rivera Alonso,es ESP,DF,19.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Getafe,David Argüelles,es ESP,MF,22.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Espanyol,Joan García,es ESP,GK,23.0,38.0,9,0.24,5,4,0,0,0,0,1,0.03,0,1,0,0,0,0
Espanyol,Omar El Hilali,ma MAR,DF,20.0,35.1,28,0.8,24,1,1,1,1,0,3,0.09,3,0,0,0,0,0
Espanyol,Javi Puado,es ESP,FW,26.0,33.2,55,1.66,44,0,2,5,4,0,7,0.21,6,0,0,0,1,0
Espanyol,Marash Kumbulla,al ALB,DF,24.0,33.1,16,0.48,11,0,1,3,1,0,2,0.06,1,0,1,0,0,0
Espanyol,Leandro Cabrera,uy URU,DF,33.0,31.9,21,0.66,17,0,0,2,1,1,7,0.22,4,0,0,2,1,0
Espanyol,Alex Král,cz CZE,MF,26.0,30.2,42,1.39,31,1,2,2,4,2,1,0.03,1,0,0,0,0,0
Espanyol,Carlos Romero,es ESP,DF,22.0,28.5,62,2.18,42,12,6,1,1,0,4,0.14,2,1,0,0,1,0
Espanyol,Pol Lozano,es ESP,MF,24.0,21.8,40,1.84,32,6,0,0,0,2,2,0.09,2,0,0,0,0,0
Espanyol,Jofre,es ESP,MF,23.0,24.3,56,2.33,38,0,6,5,7,0,5,0.21,4,0,0,0,1,0
Espanyol,Roberto Férnandez,es ESP,FW,22.0,16.8,28,1.68,18,0,3,2,4,1,3,0.18,0,0,0,0,2,1
Espanyol,Urko González,es ESP,MF,23.0,15.4,23,1.51,19,0,2,1,1,0,5,0.33,5,0,0,0,0,0
Espanyol,Álvaro Tejero,es ESP,MF,28.0,13.9,55,4.0,28,23,1,1,1,1,9,0.65,4,3,1,1,0,0
Espanyol,Antoniu,es ESP,FW,21.0,11.5,24,2.11,11,0,6,0,5,2,1,0.09,1,0,0,0,0,0
Espanyol,Edu Expósito,es ESP,MF,27.0,11.7,44,3.79,22,15,2,2,3,0,2,0.17,0,2,0,0,0,0
Espanyol,Brian Oliván,es ESP,DF,30.0,11.3,24,2.09,16,8,0,0,0,0,1,0.09,0,1,0,0,0,0
Espanyol,Alejo Véliz,ar ARG,FW,20.0,12.6,14,1.1,7,0,0,2,5,0,4,0.31,2,0,0,0,2,0
Espanyol,José Gragera,es ESP,MF,23.0,6.4,7,1.11,4,0,0,0,1,2,0,0.0,0,0,0,0,0,0
Espanyol,Fernando Calero,es ESP,DF,28.0,8.0,6,0.76,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Espanyol,Sergi Gómez,es ESP,DF,32.0,7.4,4,0.54,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Espanyol,Walid Cheddira,ma MAR,FW,26.0,7.2,20,2.81,10,0,2,4,4,0,5,0.7,1,0,1,1,2,0
Espanyol,Irvin Cardona,fr FRA,FW,26.0,6.8,20,2.97,16,1,0,2,1,0,3,0.45,2,0,0,1,0,0
Espanyol,Álvaro Aguado,es ESP,MF,28.0,5.0,16,3.25,13,1,1,1,0,0,1,0.2,1,0,0,0,0,0
Espanyol,Justin Smith,ca CAN,MF,21.0,2.3,2,0.86,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0
Espanyol,Rafael Bauza,es ESP,MF,19.0,2.1,1,0.49,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Espanyol,Pere Milla,es ESP,MF,31.0,5.1,13,2.57,11,1,0,1,0,0,1,0.2,1,0,0,0,0,0
Espanyol,Naci Ünüvar,nl NED,MF,21.0,0.3,2,5.63,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Espanyol,Roger Hinojo,es ESP,DF,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alaves,Carlos Vicente,es ESP,FW,25.0,34.4,107,3.11,53,38,3,6,5,2,9,0.26,6,1,1,1,0,0
Alaves,Nahuel Tenaglia,ar ARG,DF,28.0,32.5,51,1.57,28,10,2,2,8,1,4,0.12,1,0,0,0,3,0
Alaves,Antonio Sivera,es ESP,GK,27.0,31.2,11,0.35,6,5,0,0,0,0,0,0.0,0,0,0,0,0,0
Alaves,Antonio Blanco,es ESP,MF,24.0,30.4,45,1.49,38,3,0,1,1,2,1,0.03,1,0,0,0,0,0
Alaves,Manu Sánchez,es ESP,DF,23.0,29.4,40,1.37,28,5,0,5,2,0,3,0.1,2,0,0,1,0,0
Alaves,Kiké,es ESP,FW,34.0,28.4,38,1.35,30,0,0,2,6,0,4,0.14,3,0,0,0,1,0
Alaves,Abdel Abqar,ma MAR,DF,25.0,27.4,25,0.91,20,0,0,2,1,2,3,0.11,2,0,0,0,1,0
Alaves,Jon Guridi,es ESP,MF,29.0,23.3,48,2.08,35,3,3,4,1,2,8,0.35,5,0,2,1,0,0
Alaves,Ander Guevara,es ESP,MF,27.0,21.7,41,1.89,39,1,1,0,0,0,5,0.23,5,0,0,0,0,0
Alaves,Moussa Diarra,ml MLI,DF,23.0,20.8,18,0.87,14,0,0,0,4,0,4,0.19,2,0,0,0,2,0
Alaves,Santiago Mouriño,uy URU,DF,22.0,20.6,11,0.54,8,1,0,0,2,0,2,0.1,1,0,0,0,1,0
Alaves,Carlos Martín,es ESP,FW,22.0,15.0,29,1.96,20,0,3,4,2,0,3,0.2,1,0,0,2,0,0
Alaves,Joan Jordán,es ESP,MF,30.0,15.8,55,3.5,32,20,0,1,2,0,3,0.19,2,1,0,0,0,0
Alaves,Carles Aleñá,es ESP,MF,26.0,12.2,44,3.64,27,7,3,3,4,0,4,0.33,2,1,0,0,1,0
Alaves,Toni Martínez,es ESP,FW,27.0,11.3,27,2.4,16,0,5,2,2,2,1,0.09,0,0,0,1,0,0
Alaves,Tomás Conechny,ar ARG,FW,26.0,9.5,14,1.48,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Alaves,Facundo Garcés,my MAS,DF,24.0,7.5,3,0.4,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Alaves,Aleksandar Sedlar,rs SRB,DF,32.0,6.6,2,0.3,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alaves,Stoichkov,es ESP,MF,30.0,7.8,28,3.6,17,0,2,3,4,2,2,0.26,1,0,0,1,0,0
Alaves,Carlos Benavídez,uy URU,MF,26.0,5.5,11,2.04,9,0,1,0,0,1,3,0.56,3,0,0,0,0,0
Alaves,Pica,es ESP,DF,22.0,5.6,3,0.54,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alaves,Jesús Owono,gq EQG,GK,23.0,5.4,1,0.18,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Alaves,Abderrahman Rebbach,dz ALG,FW,25.0,4.3,10,2.34,7,0,1,2,0,0,0,0.0,0,0,0,0,0,0
Alaves,Asier Villalibre,es ESP,FW,26.0,3.7,7,1.89,4,0,0,1,2,0,1,0.27,1,0,0,0,0,0
Alaves,Hugo Novoa,es ESP,DF,21.0,2.6,6,2.28,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alaves,Luka Romero,ar ARG,FW,19.0,2.2,8,3.62,4,1,1,0,1,1,1,0.45,1,0,0,0,0,0
Alaves,Pau Cabanes,es ESP,MF,19.0,2.1,6,2.87,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Alaves,Adrian Rodriguez,es ESP,GK,23.0,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alaves,Luis Rioja,es ESP,FW,30.0,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Girona,Paulo Gazzaniga,ar ARG,GK,32.0,35.5,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Girona,Daley Blind,nl NED,DF,34.0,30.9,47,1.52,43,2,0,0,0,2,7,0.23,6,0,0,0,0,1
Girona,Arnau Martinez,es ESP,DF,21.0,29.2,56,1.92,45,3,3,2,2,1,6,0.21,6,0,0,0,0,0
Girona,Miguel Gutiérrez,es ESP,DF,23.0,27.4,74,2.71,55,13,1,3,1,1,8,0.29,6,1,0,1,0,0
Girona,Ladislav Krejčí,cz CZE,DF,25.0,27.1,29,1.07,25,1,0,2,1,0,4,0.15,2,0,0,1,1,0
Girona,David López,es ESP,DF,34.0,27.0,24,0.89,20,0,0,4,0,0,3,0.11,1,0,0,2,0,0
Girona,Yangel Herrera,ve VEN,MF,26.0,25.2,50,1.99,38,2,1,3,4,2,6,0.24,6,0,0,0,0,0
Girona,Iván Martín,es ESP,MF,25.0,22.8,56,2.47,53,0,0,2,1,0,4,0.18,3,0,0,1,0,0
Girona,Viktor Tsyhankov,ua UKR,FW,26.0,21.4,65,3.06,34,22,1,3,4,1,8,0.38,4,3,0,0,1,0
Girona,Bryan Gil,es ESP,FW,23.0,19.3,56,2.93,39,3,8,1,4,1,5,0.26,5,0,0,0,0,0
Girona,Oriol Romeu,es ESP,MF,32.0,15.2,20,1.33,20,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Girona,Abel Ruiz,es ESP,FW,24.0,15.1,17,1.14,12,0,1,3,1,0,1,0.07,0,0,0,1,0,0
Girona,Donny van de Beek,nl NED,MF,27.0,15.9,28,1.77,27,0,0,1,0,0,2,0.13,2,0,0,0,0,0
Girona,Yaser Asprilla,co COL,FW,20.0,15.7,61,3.91,45,7,7,1,1,0,7,0.45,5,2,0,0,0,0
Girona,Arnaut Danjuma,nl NED,FW,27.0,14.9,40,2.7,26,6,5,2,1,0,0,0.0,0,0,0,0,0,0
Girona,Alejandro Francés,es ESP,DF,21.0,13.1,16,1.23,15,0,0,1,0,0,1,0.08,1,0,0,0,0,0
Girona,Bojan Miovski,mk MKD,FW,25.0,9.8,10,1.03,4,0,1,2,2,1,4,0.41,2,0,0,1,1,0
Girona,Arthur Melo,br BRA,MF,27.0,10.5,15,1.43,13,0,0,1,0,1,1,0.1,0,0,0,1,0,0
Girona,Juanpe,es ESP,DF,33.0,8.1,3,0.37,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Girona,Cristhian Stuani,uy URU,FW,37.0,12.0,14,1.17,10,0,1,3,0,0,3,0.25,2,0,0,1,0,0
Girona,Portu,es ESP,FW,32.0,8.7,25,2.88,20,1,3,1,0,0,4,0.46,3,0,1,0,0,0
Girona,Jhon Solis,co COL,MF,19.0,6.0,6,1.01,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Girona,Krapyvtsov Vladyslav,ua UKR,GK,19.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Girona,Silvi Clúa,es ESP,MF,19.0,1.8,2,1.1,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Girona,Gabriel Osei Misehouy,nl NED,FW,19.0,2.9,6,2.1,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Girona,Iker Almena,es ESP,"FW,DF",20.0,0.5,3,5.63,2,0,1,0,0,0,2,3.75,1,0,1,0,0,0
Girona,Papa Ba,es ESP,MF,19.0,0.5,2,3.75,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Girona,Pau López,es ESP,GK,29.0,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Girona,Kim Minsu,kr KOR,MF,18.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Girona,Ferrán Ruiz,es ESP,MF,21.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Dodi Lukebakio,be BEL,FW,26.0,34.5,119,3.46,65,18,21,5,8,2,9,0.26,6,0,2,0,1,0
Sevilla,Carmona,es ESP,DF,22.0,32.8,54,1.65,38,6,3,2,3,2,1,0.03,1,0,0,0,0,0
Sevilla,Loïc Bade,fr FRA,DF,24.0,29.9,23,0.77,20,0,1,2,0,0,2,0.07,2,0,0,0,0,0
Sevilla,Ørjan Nyland,no NOR,GK,33.0,29.7,11,0.37,10,1,0,0,0,0,2,0.07,1,1,0,0,0,0
Sevilla,Nemanja Gudelj,rs SRB,MF,32.0,27.8,34,1.23,19,11,1,0,1,2,2,0.07,0,2,0,0,0,0
Sevilla,Adrià Pedrosa,es ESP,DF,26.0,25.6,47,1.84,31,8,4,3,1,0,4,0.16,4,0,0,0,0,0
Sevilla,Isaac Romero,es ESP,FW,24.0,24.2,44,1.84,30,1,5,3,5,0,7,0.29,4,0,1,2,0,0
Sevilla,Kike Salas,es ESP,DF,22.0,24.9,17,0.68,14,0,0,3,0,0,4,0.16,4,0,0,0,0,0
Sevilla,Lucien Agoume,fr FRA,MF,22.0,23.6,60,2.55,57,0,1,1,0,1,5,0.21,4,0,0,1,0,0
Sevilla,Djibril Sow,ch SUI,MF,27.0,23.1,64,2.79,58,0,0,1,3,2,4,0.17,4,0,0,0,0,0
Sevilla,Juanlu Sánchez,es ESP,MF,20.0,19.3,40,2.09,36,0,2,2,0,0,5,0.26,5,0,0,0,0,0
Sevilla,Saúl Ñíguez,es ESP,MF,29.0,17.3,50,2.9,38,0,0,8,1,3,8,0.46,7,0,0,1,0,0
Sevilla,Albert Sambi Lokonga,be BEL,MF,24.0,16.4,35,2.14,32,0,0,2,0,1,3,0.18,3,0,0,0,0,0
Sevilla,Peque,es ESP,MF,21.0,12.7,32,2.54,24,0,0,5,3,0,3,0.24,3,0,0,0,0,0
Sevilla,Chidera Ejuke,ng NGA,FW,26.0,10.8,45,4.19,28,5,9,0,3,0,2,0.19,2,0,0,0,0,0
Sevilla,Ruben Vargas,ch SUI,FW,25.0,7.6,31,4.16,16,5,4,5,1,0,3,0.4,3,0,0,0,0,0
Sevilla,Álvaro Fernández,es ESP,GK,26.0,8.3,3,0.36,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Marcão,br BRA,DF,28.0,6.2,2,0.33,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Tanguy Nianzou,fr FRA,DF,22.0,5.8,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Kelechi Iheanacho,ng NGA,FW,27.0,4.5,12,2.7,8,0,1,3,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Suso,es ESP,FW,30.0,6.8,45,6.68,25,8,8,3,1,0,3,0.45,2,1,0,0,0,0
Sevilla,Álvaro Pascual,es ESP,FW,22.0,4.6,6,1.32,4,0,0,2,0,0,1,0.22,1,0,0,0,0,0
Sevilla,Jesús Navas,es ESP,FW,38.0,4.7,15,3.18,13,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Valentín Barco,ar ARG,DF,20.0,3.2,10,3.12,5,4,0,1,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Stanis Idumbo,be BEL,FW,19.0,3.2,7,2.21,7,0,0,0,0,0,1,0.32,1,0,0,0,0,0
Sevilla,Ramón Martínez,es ESP,DF,21.0,2.9,6,2.07,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Lucas Ocampos,ar ARG,FW,30.0,2.0,7,3.6,7,0,0,0,0,0,2,1.03,2,0,0,0,0,0
Sevilla,Manu Bueno,es ESP,MF,20.0,1.6,1,0.64,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Akor Adams,ng NGA,FW,24.0,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Gonzalo Montiel,ar ARG,DF,27.0,1.3,2,1.59,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Diego Iturralde,es ESP,FW,21.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Leandro Antonetti,pr PUR,FW,21.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Israel Domínguez,es ESP,FW,21.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sevilla,Mateo Mejía,es ESP,FW,21.0,0.1,1,8.18,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Sevilla,Darío Fuentes,es ESP,DF,21.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leganes,Sergi,es ESP,DF,32.0,32.9,12,0.37,11,0,0,0,1,0,3,0.09,2,0,0,0,1,0
Leganes,Marko Dmitrović,rs SRB,GK,32.0,32.0,6,0.19,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Leganes,Seydouba Cissé,gn GUI,MF,23.0,27.3,47,1.74,38,1,1,2,5,0,5,0.18,3,0,0,0,2,0
Leganes,Valentin Rosier,fr FRA,DF,27.0,28.8,35,1.21,24,4,3,4,0,0,6,0.21,5,0,1,0,0,0
Leganes,Renato Tapia,pe PER,MF,29.0,27.0,24,0.89,19,2,1,0,1,1,4,0.15,4,0,0,0,0,0
Leganes,Javi Hernández,es ESP,DF,26.0,26.6,41,1.54,31,6,0,1,2,1,3,0.11,1,0,0,1,1,0
Leganes,Yvan Neyou,cm CMR,MF,27.0,25.8,30,1.17,25,0,2,0,3,0,2,0.08,2,0,0,0,0,0
Leganes,Juan Cruz,es ESP,FW,24.0,25.2,51,2.03,34,6,2,5,2,2,6,0.24,6,0,0,0,0,0
Leganes,Matija Nastasić,rs SRB,DF,31.0,23.5,6,0.26,5,0,0,0,1,0,1,0.04,0,0,0,0,1,0
Leganes,Dani Raba,es ESP,FW,28.0,21.1,107,5.12,47,22,19,3,11,5,14,0.67,8,1,3,0,1,1
Leganes,Jorge Sáenz,es ESP,DF,27.0,18.8,10,0.53,8,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Leganes,Adrià Altimira,es ESP,DF,23.0,18.2,21,1.16,14,1,1,0,5,0,1,0.06,1,0,0,0,0,0
Leganes,Miguel,es ESP,FW,24.0,19.3,28,1.46,13,0,2,5,6,2,6,0.31,5,0,1,0,0,0
Leganes,Darko Brašanac,rs SRB,MF,32.0,18.1,34,1.89,28,0,1,3,2,0,2,0.11,2,0,0,0,0,0
Leganes,Diego,es ESP,FW,24.0,13.4,12,0.9,7,0,0,2,3,0,1,0.08,0,0,0,0,1,0
Leganes,Óscar Rodríguez Arnaiz,es ESP,MF,26.0,14.8,48,3.25,30,7,5,3,2,1,9,0.61,5,1,1,1,0,1
Leganes,Munir El Haddadi,ma MAR,FW,28.0,9.7,21,2.2,13,0,1,2,5,0,2,0.21,1,0,0,1,0,0
Leganes,Enric Franquesa,es ESP,DF,27.0,6.9,6,0.88,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Leganes,Yan Diomandé,ci CIV,MF,17.0,6.1,37,6.11,25,0,8,2,1,1,5,0.83,2,0,3,0,0,0
Leganes,Juan Soriano,es ESP,GK,26.0,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leganes,Sébastien Haller,ci CIV,FW,30.0,4.5,4,0.89,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Leganes,Roberto López,es ESP,MF,24.0,4.4,15,3.41,8,5,1,0,0,1,1,0.23,0,1,0,0,0,0
Leganes,Julián Chicco,ar ARG,MF,26.0,3.4,5,1.49,3,0,1,1,0,0,1,0.3,1,0,0,0,0,0
Leganes,Aritz Arambarri,es ESP,DF,26.0,2.0,1,0.51,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leganes,Duk,cv CPV,MF,24.0,2.0,7,3.54,5,0,1,1,0,0,1,0.51,0,0,0,1,0,0
Leganes,Borna Barišić,hr CRO,DF,31.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Las Palmas,Alberto Moleiro,es ESP,FW,20.0,30.3,106,3.52,76,0,17,7,5,1,6,0.2,3,0,1,1,1,0
Las Palmas,Álex Suárez,es ESP,DF,31.0,27.4,14,0.51,12,0,0,2,0,0,2,0.07,2,0,0,0,0,0
Las Palmas,Javier Muñoz,es ESP,MF,29.0,28.8,58,2.02,44,4,5,0,3,2,8,0.28,7,1,0,0,0,0
Las Palmas,Scott McKenna,sct SCO,DF,27.0,27.4,12,0.44,8,1,1,2,0,0,0,0.0,0,0,0,0,0,0
Las Palmas,Mika Mármol,es ESP,DF,23.0,26.7,39,1.46,34,4,0,1,0,0,4,0.15,4,0,0,0,0,0
Las Palmas,Jasper Cillessen,nl NED,GK,35.0,26.0,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
