Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
Milan,Malick Thiaw,de GER,DF,22.0,20.1,21,1.05,19,0,0,2,0,0,1,0.05,1,0,0,0,0,0
Milan,Fikayo Tomori,eng ENG,DF,26.0,17.7,22,1.24,18,0,0,0,0,4,3,0.17,3,0,0,0,0,0
Milan,Yunus Musah,us USA,MF,21.0,17.6,45,2.58,34,1,5,3,1,1,4,0.23,4,0,0,0,0,0
Milan,Emerson,br BRA,DF,25.0,15.4,33,2.16,29,0,0,2,2,0,1,0.07,1,0,0,0,0,0
Milan,Alejandro Jiménez,es ESP,DF,19.0,14.2,34,2.42,26,0,3,2,3,0,4,0.28,3,0,0,1,0,0
Milan,Álvaro Morata,es ESP,FW,31.0,12.3,21,1.72,16,0,1,1,2,1,3,0.25,2,0,0,1,0,0
Milan,Tammy Abraham,eng ENG,FW,26.0,13.2,33,2.51,28,0,0,4,1,0,9,0.68,7,0,0,1,1,0
Milan,Ruben Loftus-Cheek,eng ENG,MF,28.0,11.6,34,2.95,27,0,3,1,3,0,2,0.17,1,0,0,0,1,0
Milan,Samuel Chukwueze,ng NGA,FW,25.0,10.4,49,4.77,38,2,6,2,1,0,2,0.19,1,1,0,0,0,0
Milan,João Félix,pt POR,MF,24.0,8.5,35,4.14,25,1,3,3,3,0,6,0.71,4,0,0,1,1,0
Milan,Santiago Giménez,mx MEX,FW,23.0,7.5,16,2.15,11,0,4,1,0,0,4,0.54,2,0,2,0,0,0
Milan,Kyle Walker,eng ENG,DF,34.0,7.3,10,1.37,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Luka Jović,rs SRB,FW,26.0,6.2,16,2.59,14,0,2,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Filippo Terracciano,it ITA,DF,21.0,6.0,4,0.67,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Noah Okafor,ch SUI,FW,24.0,4.6,11,2.39,9,0,2,0,0,0,2,0.43,2,0,0,0,0,0
Milan,Davide Calabria,it ITA,DF,27.0,3.6,9,2.56,6,1,0,1,1,0,0,0.0,0,0,0,0,0,0
Milan,Ismaël Bennacer,dz ALG,MF,26.0,3.4,12,3.6,9,2,1,0,0,0,1,0.3,1,0,0,0,0,0
Milan,Warren Bondo,fr FRA,MF,20.0,1.8,1,0.56,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Francesco Camarda,it ITA,FW,16.0,2.3,7,3.04,4,0,0,2,0,1,1,0.43,0,0,0,1,0,0
Milan,Marco Sportiello,it ITA,GK,32.0,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Riccardo Sottil,it ITA,FW,25.0,1.4,5,3.6,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Davide Bartesaghi,it ITA,DF,18.0,1.3,2,1.53,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Alexis Saelemaekers,be BEL,DF,25.0,1.0,9,9.0,6,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Mattia Liberali,it ITA,MF,17.0,0.7,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Kevin Zeroli,it ITA,MF,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Alessandro Florenzi,it ITA,FW,33.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Milan,Bob Murphy Omoregbe,it ITA,MF,20.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bologna,Remo Freuler,ch SUI,MF,32.0,35.7,74,2.08,65,2,1,0,1,5,3,0.08,2,0,0,0,0,1
Bologna,Sam Beukema,nl NED,DF,25.0,33.5,36,1.08,31,2,0,3,0,0,6,0.18,4,0,0,2,0,0
Bologna,Jhon Lucumí,co COL,DF,26.0,29.1,34,1.17,31,0,0,2,0,1,2,0.07,2,0,0,0,0,0
Bologna,Łukasz Skorupski,pl POL,GK,33.0,26.3,4,0.15,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bologna,Santiago Castro,ar ARG,FW,19.0,25.7,69,2.71,45,1,6,7,8,2,11,0.43,8,0,2,1,0,0
Bologna,Dan Ndoye,ch SUI,FW,23.0,23.9,88,3.7,57,2,9,3,15,2,9,0.38,8,0,0,0,1,0
Bologna,Juan Miranda,es ESP,DF,24.0,25.3,96,3.79,57,32,1,4,1,1,13,0.51,11,2,0,0,0,0
Bologna,Jens Odgaard,dk DEN,MF,25.0,21.9,45,2.08,28,0,5,8,4,0,6,0.28,4,0,0,2,0,0
Bologna,Riccardo Orsolini,it ITA,FW,27.0,21.0,59,2.83,39,5,4,6,5,0,5,0.24,4,0,0,0,1,0
Bologna,Benjamín Domínguez,ar ARG,FW,20.0,14.4,41,2.88,30,0,5,1,4,1,7,0.49,6,0,1,0,0,0
Bologna,Nikola Moro,hr CRO,MF,26.0,13.5,48,3.56,33,9,1,3,0,2,6,0.44,3,0,0,2,0,1
Bologna,Tommaso Pobega,it ITA,MF,25.0,13.1,27,2.06,24,0,0,1,2,0,4,0.31,3,0,0,0,1,0
Bologna,Lorenzo De Silvestri,it ITA,DF,36.0,11.9,14,1.19,10,2,0,2,0,0,2,0.17,1,0,0,1,0,0
Bologna,Emil Holm,se SWE,DF,24.0,12.7,28,2.22,22,2,2,1,1,0,2,0.16,1,0,0,1,0,0
Bologna,Charalambos Lykogiannis,gr GRE,DF,30.0,11.7,33,2.83,17,16,0,0,0,0,5,0.43,4,1,0,0,0,0
Bologna,Thijs Dallinga,nl NED,FW,23.0,12.9,27,2.11,20,0,0,3,3,1,5,0.39,3,0,0,0,1,1
Bologna,Federico Ravaglia,it ITA,GK,24.0,11.7,4,0.34,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Bologna,Lewis Ferguson,sct SCO,MF,24.0,10.9,32,2.93,27,3,1,0,0,1,1,0.09,1,0,0,0,0,0
Bologna,Giovanni Fabbian,it ITA,MF,21.0,11.4,19,1.67,13,0,0,4,1,1,0,0.0,0,0,0,0,0,0
Bologna,Nicolò Casale,it ITA,DF,26.0,10.0,12,1.2,10,0,0,2,0,0,2,0.2,2,0,0,0,0,0
Bologna,Michel Aebischer,ch SUI,MF,27.0,8.1,18,2.23,15,2,0,0,0,1,0,0.0,0,0,0,0,0,0
Bologna,Stefan Posch,at AUT,DF,27.0,7.9,18,2.26,14,3,0,0,1,0,1,0.13,1,0,0,0,0,0
Bologna,Davide Calabria,it ITA,DF,27.0,7.0,24,3.42,22,1,0,0,0,1,3,0.43,3,0,0,0,0,0
Bologna,Martin Erlic,hr CRO,DF,26.0,3.7,4,1.08,2,0,0,1,1,0,1,0.27,0,0,0,0,1,0
Bologna,Nicolò Cambiaghi,it ITA,FW,23.0,6.9,30,4.36,22,0,2,2,4,0,8,1.16,6,0,0,0,2,0
Bologna,Jesper Karlsson,se SWE,FW,26.0,3.3,9,2.72,9,0,0,0,0,0,1,0.3,1,0,0,0,0,0
Bologna,Kacper Urbanski,pl POL,MF,19.0,2.8,8,2.91,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Bologna,Samuel Iling-Junior,eng ENG,FW,20.0,1.3,7,5.29,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Bologna,Oussama El Azzouzi,ma MAR,MF,23.0,0.2,2,9.47,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Bologna,Estanis,es ESP,FW,20.0,0.1,3,30.0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Como,Gabriel Strefezza,br BRA,FW,27.0,29.3,111,3.82,76,23,3,3,4,2,4,0.14,4,0,0,0,0,0
Como,Nicolás Paz,ar ARG,MF,19.0,30.0,144,4.82,96,11,19,11,6,1,16,0.54,14,0,2,0,0,0
Como,Lucas Da Cunha,fr FRA,MF,23.0,29.2,110,3.79,70,28,1,6,4,1,7,0.24,4,2,0,0,0,1
Como,Marc-Oliver Kempf,de GER,DF,29.0,29.1,34,1.17,29,0,0,5,0,0,2,0.07,2,0,0,0,0,0
Como,Edoardo Goldaniga,it ITA,DF,30.0,28.1,25,0.89,18,2,0,5,0,0,3,0.11,2,0,0,1,0,0
Como,Patrick Cutrone,it ITA,FW,26.0,22.9,49,2.15,33,0,1,10,3,2,6,0.26,6,0,0,0,0,0
Como,Alberto Moreno,es ESP,DF,32.0,19.3,36,1.88,32,3,0,1,0,0,2,0.1,2,0,0,0,0,0
Como,Máximo Perrone,ar ARG,MF,21.0,20.7,49,2.37,47,1,0,0,1,0,4,0.19,4,0,0,0,0,0
Como,Alberto Dossena,it ITA,DF,25.0,20.3,11,0.54,9,0,1,1,0,0,2,0.1,1,0,0,1,0,0
Como,Alieu Fadera,gm GAM,"FW,DF",22.0,18.4,54,2.95,37,1,5,3,6,2,7,0.38,6,0,1,0,0,0
Como,Jean Butez,fr FRA,GK,29.0,18.5,5,0.27,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Maxence Caqueret,fr FRA,MF,24.0,12.2,41,3.4,34,1,3,2,1,0,8,0.66,7,0,1,0,0,0
Como,Ignace Van Der Brempt,be BEL,DF,22.0,14.0,22,1.58,16,0,0,1,3,2,3,0.21,2,0,0,1,0,0
Como,Assane Diao,sn SEN,FW,18.0,14.0,31,2.23,21,0,4,3,3,0,4,0.29,2,0,1,0,1,0
Como,Álex Valle,es ESP,DF,20.0,11.5,25,2.18,22,1,0,2,0,0,0,0.0,0,0,0,0,0,0
Como,Pepe Reina,es ESP,GK,41.0,11.5,1,0.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Yannik Engelhardt,de GER,MF,23.0,13.0,24,1.86,20,1,1,0,1,1,2,0.15,2,0,0,0,0,0
Como,Emil Audero,id IDN,GK,27.0,8.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Mërgim Vojvoda,xk KVX,DF,29.0,8.0,20,2.51,15,3,1,1,0,0,2,0.25,2,0,0,0,0,0
Como,Sergi Roberto,es ESP,MF,32.0,7.8,24,3.1,20,3,0,1,0,0,1,0.13,1,0,0,0,0,0
Como,Ivan Smolčić,hr CRO,DF,23.0,7.0,8,1.14,4,2,0,2,0,0,0,0.0,0,0,0,0,0,0
Como,Andrea Belotti,it ITA,FW,30.0,6.7,14,2.13,9,0,0,3,2,0,0,0.0,0,0,0,0,0,0
Como,Anastasios Douvikas,gr GRE,FW,24.0,6.5,19,2.95,15,0,2,1,1,0,1,0.16,1,0,0,0,0,0
Como,Jonathan Ikone,fr FRA,FW,26.0,6.1,14,2.33,7,0,2,2,2,1,3,0.5,2,0,0,0,0,1
Como,Federico Barba,it ITA,DF,30.0,4.8,3,0.63,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Alessio Iovine,it ITA,DF,33.0,4.3,5,1.16,2,2,0,0,1,0,0,0.0,0,0,0,0,0,0
Como,Luca Mazzitelli,it ITA,MF,28.0,3.8,13,3.5,10,0,1,1,0,1,1,0.27,1,0,0,0,0,0
Como,Matthias Braunöder,at AUT,MF,22.0,3.0,4,1.34,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Como,Marco Sala,it ITA,DF,25.0,2.9,6,2.07,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Fellipe Jack,br BRA,DF,18.0,1.9,2,1.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Daniele Baselli,it ITA,MF,32.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Alessandro Gabrielloni,it ITA,FW,30.0,1.6,6,3.78,4,0,0,1,1,0,1,0.63,1,0,0,0,0,0
Como,Simone Verdi,it ITA,MF,32.0,1.3,8,6.26,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Alberto Cerri,it ITA,FW,28.0,1.0,1,1.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Ben Lhassine Kone,ci CIV,MF,24.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Ali Jasim,iq IRQ,"FW,DF",20.0,0.1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Dele Alli,eng ENG,MF,28.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Como,Oliver Abildgaard,dk DEN,MF,28.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Torino,Vanja Milinković-Savić,rs SRB,GK,27.0,37.0,10,0.27,7,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Torino,Samuele Ricci,it ITA,MF,22.0,31.5,48,1.53,43,2,0,1,2,0,4,0.13,4,0,0,0,0,0
Torino,Saúl Coco,gq EQG,DF,25.0,31.6,16,0.51,12,0,0,3,1,0,1,0.03,0,0,0,0,1,0
Torino,Che Adams,sct SCO,FW,28.0,29.6,63,2.14,49,1,0,8,5,0,5,0.17,4,0,0,1,0,0
Torino,Guillermo Maripán,cl CHI,DF,30.0,26.0,19,0.73,15,1,0,3,0,0,2,0.08,2,0,0,0,0,0
Torino,Valentino Lazaro,at AUT,DF,28.0,25.8,52,2.03,32,16,1,3,0,0,8,0.31,5,3,0,0,0,0
Torino,Nikola Vlašić,hr CRO,MF,26.0,23.6,70,2.98,61,0,3,2,3,1,8,0.34,6,0,1,0,1,0
Torino,Adam Masina,ma MAR,DF,30.0,21.4,21,0.98,17,0,2,0,1,1,4,0.19,2,0,1,0,1,0
Torino,Sebastian Walukiewicz,pl POL,DF,24.0,18.5,16,0.87,15,0,0,1,0,0,1,0.05,1,0,0,0,0,0
Torino,Karol Linetty,pl POL,MF,29.0,17.2,24,1.4,20,0,2,1,0,1,2,0.12,1,0,0,1,0,0
Torino,Antonio Sanabria,py PAR,FW,28.0,14.7,21,1.44,14,1,0,3,3,0,3,0.21,1,1,0,0,1,0
Torino,Gvidas Gineitis,lt LTU,MF,20.0,16.0,39,2.45,26,6,0,4,2,1,2,0.13,1,0,0,0,0,1
Torino,Marcus Pedersen,no NOR,DF,24.0,15.2,15,0.99,12,0,0,2,1,0,0,0.0,0,0,0,0,0,0
Torino,Borna Sosa,hr CRO,DF,26.0,13.2,24,1.83,17,2,2,1,0,2,1,0.08,1,0,0,0,0,0
Torino,Cristiano Biraghi,it ITA,DF,31.0,12.9,41,3.19,23,14,0,2,1,1,0,0.0,0,0,0,0,0,0
Torino,Cesare Casadei,it ITA,MF,21.0,11.4,19,1.68,16,0,0,1,1,1,2,0.18,2,0,0,0,0,0
Torino,Mërgim Vojvoda,xk KVX,DF,29.0,12.4,27,2.2,24,1,1,0,1,0,1,0.08,1,0,0,0,0,0
Torino,Elif Elmas,mk MKD,FW,24.0,11.4,29,2.56,19,0,4,4,2,0,3,0.26,1,0,1,1,0,0
Torino,Yann Karamoh,fr FRA,MF,26.0,11.7,24,2.06,16,1,3,4,0,0,2,0.17,1,0,0,1,0,0
Torino,Ivan Ilić,rs SRB,MF,23.0,10.3,31,3.03,23,4,0,1,3,0,6,0.59,4,2,0,0,0,0
Torino,Adrien Tameze,cm CMR,MF,30.0,7.3,8,1.11,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Torino,Duván Zapata,co COL,FW,33.0,6.6,20,3.07,14,0,1,3,1,1,1,0.15,0,0,0,1,0,0
Torino,Ali Dembélé,fr FRA,DF,20.0,4.3,7,1.62,5,0,2,0,0,0,0,0.0,0,0,0,0,0,0
Torino,Alberto Paleari,it ITA,GK,31.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Torino,Raoul Bellanova,it ITA,DF,24.0,1.0,1,1.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Torino,Eybi Nije,se SWE,FW,19.0,4.4,9,2.06,6,0,2,0,1,0,1,0.23,0,0,1,0,0,0
Torino,Sergiu Perciun,md MDA,FW,18.0,1.7,8,4.77,6,0,0,0,1,1,1,0.6,1,0,0,0,0,0
Torino,Alessio Cacciamani,it ITA,MF,17.0,0.3,1,2.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Torino,Tommaso Gabellini,it ITA,FW,17.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Torino,Saba Sazonov,ge GEO,DF,22.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Torino,Aaron Ciammaglichella,it ITA,MF,19.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Udinese,Jesper Karlström,se SWE,MF,29.0,35.5,59,1.67,53,1,1,0,2,2,3,0.08,3,0,0,0,0,0
Udinese,Jaka Bijol,si SVN,DF,25.0,32.9,30,0.91,26,1,0,3,0,0,1,0.03,0,0,0,1,0,0
Udinese,Sandi Lovrić,si SVN,MF,26.0,25.9,81,3.16,49,18,2,7,4,1,10,0.39,6,2,0,0,2,0
Udinese,Kingsley Ehizibue,nl NED,DF,29.0,27.9,51,1.84,39,4,1,3,3,1,2,0.07,1,0,0,1,0,0
Udinese,Lorenzo Lucca,it ITA,FW,23.0,26.3,33,1.26,19,0,1,10,3,0,4,0.15,0,0,1,3,0,0
Udinese,Maduka Okoye,ng NGA,GK,24.0,25.0,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Udinese,Hassane Kamara,ci CIV,DF,30.0,22.3,44,1.98,34,3,1,2,1,3,6,0.27,3,1,0,0,1,1
Udinese,Florian Thauvin,fr FRA,FW,31.0,21.9,93,4.28,63,13,5,8,3,1,9,0.41,4,1,0,4,0,0
Udinese,Jurgen Ekkelenkamp,nl NED,MF,24.0,21.2,38,1.81,29,2,2,3,1,1,6,0.29,4,0,1,1,0,0
Udinese,Thomas Kristensen,dk DEN,DF,22.0,19.5,17,0.87,16,1,0,0,0,0,1,0.05,1,0,0,0,0,0
Udinese,Oumar Solet,fr FRA,DF,24.0,18.6,33,1.78,27,1,4,0,0,1,3,0.16,1,0,2,0,0,0
Udinese,Martín Payero,ar ARG,MF,25.0,15.5,51,3.32,25,5,5,1,10,5,5,0.33,4,0,0,0,0,1
Udinese,Jordan Zemura,zw ZIM,DF,24.0,15.8,30,1.91,19,7,1,1,1,1,4,0.25,3,0,0,1,0,0
Udinese,Arthur Atta,fr FRA,MF,21.0,14.0,46,3.31,40,2,1,2,1,0,2,0.14,0,0,0,2,0,0
Udinese,Christian Kabasele,be BEL,DF,33.0,13.0,12,0.93,7,0,1,3,0,1,0,0.0,0,0,0,0,0,0
Udinese,Razvan Sava,ro ROU,GK,22.0,12.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Udinese,Lautaro Gianetti,ar ARG,DF,30.0,9.8,4,0.41,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Udinese,Souleymane Touré,fr FRA,DF,21.0,8.2,8,0.98,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Udinese,Keinan Davis,eng ENG,FW,26.0,11.9,35,2.95,27,0,4,3,0,1,2,0.17,0,0,1,1,0,0
Udinese,Oier Zarraga,es ESP,MF,25.0,10.0,15,1.51,13,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Udinese,Alexis Sánchez,cl CHI,FW,35.0,4.9,18,3.71,13,1,0,2,2,0,0,0.0,0,0,0,0,0,0
Udinese,Brenner,br BRA,MF,24.0,4.3,11,2.56,8,3,0,0,0,0,1,0.23,1,0,0,0,0,0
Udinese,Iker Bravo,es ESP,FW,19.0,7.6,14,1.85,10,2,1,1,0,0,0,0.0,0,0,0,0,0,0
Udinese,Rui Modesto,ao ANG,DF,24.0,6.8,23,3.4,22,1,0,0,0,0,2,0.3,2,0,0,0,0,0
Udinese,Nehuén Pérez,ar ARG,DF,24.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Udinese,Daniele Padelli,it ITA,GK,38.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Udinese,Simone Pafundi,it ITA,MF,18.0,1.3,6,4.66,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Udinese,Enzo Ebosse,cm CMR,DF,25.0,1.0,3,3.0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Udinese,James Abankwah,ie IRL,DF,20.0,1.0,1,1.02,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Udinese,Damián Pizarro,cl CHI,FW,19.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Udinese,Matteo Palma,de GER,DF,16.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Genoa,Morten Frendrup,dk DEN,MF,23.0,34.5,53,1.54,46,0,0,0,3,4,4,0.12,4,0,0,0,0,0
Genoa,Aarón Martín,es ESP,DF,27.0,34.3,95,2.77,42,48,2,1,2,0,13,0.38,8,5,0,0,0,0
Genoa,Johan Vásquez,mx MEX,DF,25.0,33.8,25,0.74,18,1,0,3,2,1,0,0.0,0,0,0,0,0,0
Genoa,Andrea Pinamonti,it ITA,FW,25.0,31.8,48,1.52,35,1,0,10,2,0,5,0.16,3,0,0,2,0,0
Genoa,Nicola Leali,it ITA,GK,31.0,29.0,2,0.07,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Genoa,Koni De Winter,be BEL,DF,22.0,23.7,15,0.63,11,2,0,0,1,1,1,0.04,1,0,0,0,0,0
Genoa,Stefano Sabelli,it ITA,DF,31.0,23.0,38,1.66,33,3,0,0,2,0,2,0.09,2,0,0,0,0,0
Genoa,Morten Thorsby,no NOR,MF,28.0,21.2,55,2.61,48,0,0,4,2,1,2,0.09,2,0,0,0,0,0
Genoa,Fabio Miretti,it ITA,MF,20.0,18.8,53,2.84,29,11,4,5,4,0,6,0.32,4,2,0,0,0,0
Genoa,Milan Badelj,hr CRO,MF,35.0,16.5,26,1.59,20,0,0,4,2,0,1,0.06,0,0,0,1,0,0
Genoa,Alessandro Zanoli,it ITA,"FW,DF",23.0,19.2,32,1.68,25,2,2,1,1,1,1,0.05,1,0,0,0,0,0
Genoa,Mattia Bani,it ITA,DF,30.0,16.8,7,0.42,6,0,0,1,0,0,2,0.12,1,0,0,1,0,0
Genoa,Patrizio Masini,it ITA,MF,23.0,17.1,24,1.4,18,0,1,0,5,0,3,0.18,2,0,0,0,1,0
Genoa,Vitinha,pt POR,FW,24.0,14.9,41,2.78,25,4,5,2,5,0,3,0.2,3,0,0,0,0,0
Genoa,Alan Matturro,uy URU,DF,19.0,10.0,9,0.9,7,1,0,0,0,1,0,0.0,0,0,0,0,0,0
Genoa,Junior Messias,br BRA,MF,33.0,9.5,23,2.44,13,0,3,3,4,0,3,0.32,2,0,0,1,0,0
Genoa,Brooke Norton-Cuffy,eng ENG,DF,20.0,8.0,13,1.63,10,1,2,0,0,0,3,0.38,3,0,0,0,0,0
Genoa,Alessandro Vogliacco,it ITA,DF,25.0,8.0,6,0.76,4,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Genoa,Pierluigi Gollini,it ITA,GK,29.0,7.0,4,0.57,1,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Genoa,Jeff Ekhator,it ITA,FW,17.0,8.6,21,2.46,15,0,0,2,4,0,2,0.23,1,0,0,1,0,0
Genoa,Ruslan Malinovskyi,ua UKR,MF,31.0,4.3,17,3.98,11,2,0,3,1,0,2,0.47,2,0,0,0,0,0
Genoa,Caleb Ekuban,gh GHA,FW,30.0,6.2,14,2.27,11,0,0,2,1,0,3,0.49,3,0,0,0,0,0
Genoa,Honest Ahanor,it ITA,DF,16.0,3.0,5,1.67,3,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Genoa,Sebastian Otoa,dk DEN,DF,20.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Genoa,Jean Onana,cm CMR,MF,24.0,3.4,4,1.18,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Genoa,Maxwel Cornet,ci CIV,FW,27.0,2.7,8,2.93,6,0,2,0,0,0,1,0.37,1,0,0,0,0,0
Genoa,Lior Kasa,il ISR,MF,18.0,2.6,5,1.97,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Genoa,Benjamin Siegrist,ch SUI,GK,32.0,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Genoa,Lorenzo Venturino,it ITA,FW,18.0,1.9,6,3.23,3,0,1,1,0,1,1,0.54,0,0,1,0,0,0
Genoa,Emil Bohinen,no NOR,MF,25.0,1.8,5,2.69,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Genoa,Filippo Melegoni,it ITA,MF,25.0,1.0,1,1.01,1,0,0,0,0,0,1,1.01,1,0,0,0,0,0
Genoa,Alessandro Marcandalli,it ITA,DF,21.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Genoa,Mario Balotelli,it ITA,FW,33.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Genoa,David Akpan Ankeye,ng NGA,FW,22.0,0.5,1,2.0,0,0,0,0,1,0,1,2.0,0,0,0,0,1,0
Genoa,Gastón Pereiro,uy URU,MF,29.0,0.3,1,2.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Genoa,Daniele Sommariva,it ITA,GK,27.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Genoa,Federico Accornero,it ITA,MF,20.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Hellas Verona,Lorenzo Montipò,it ITA,GK,28.0,36.0,5,0.14,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Hellas Verona,Jackson Tchatchoua,cm CMR,DF,22.0,35.2,60,1.71,53,3,1,2,0,1,3,0.09,3,0,0,0,0,0
Hellas Verona,Diego Coppola,it ITA,DF,20.0,32.5,10,0.31,9,0,0,1,0,0,1,0.03,1,0,0,0,0,0
Hellas Verona,Ondrej Duda,sk SVK,MF,29.0,26.7,73,2.74,45,18,2,3,4,1,7,0.26,5,2,0,0,0,0
Hellas Verona,Tomáš Suslov,sk SVK,MF,22.0,23.3,74,3.2,47,12,5,2,6,2,4,0.17,1,1,0,0,1,1
Hellas Verona,Amin Sarr,se SWE,FW,23.0,21.4,45,2.13,35,0,3,5,2,0,4,0.19,2,0,0,2,0,0
Hellas Verona,Domagoj Bradarić,hr CRO,DF,24.0,21.6,47,2.19,30,12,3,1,1,0,1,0.05,1,0,0,0,0,0
Hellas Verona,Paweł Dawidowicz,pl POL,DF,29.0,20.5,8,0.39,6,2,0,0,0,0,1,0.05,1,0,0,0,0,0
Hellas Verona,Daniele Ghilardi,it ITA,DF,21.0,22.6,16,0.71,11,0,0,0,4,1,1,0.04,1,0,0,0,0,0
Hellas Verona,Casper Tengstedt,dk DEN,FW,24.0,17.1,24,1.42,17,0,1,4,2,0,3,0.18,2,0,0,1,0,0
Hellas Verona,Reda Belahyane,ma MAR,MF,20.0,18.5,41,2.23,34,0,3,1,1,2,3,0.16,2,0,0,0,0,1
Hellas Verona,Darko Lazović,rs SRB,DF,33.0,16.3,23,1.42,17,4,0,1,1,0,4,0.25,1,1,0,1,1,0
Hellas Verona,Suat Serdar,de GER,MF,27.0,15.4,29,1.9,19,0,3,3,4,0,1,0.07,1,0,0,0,0,0
Hellas Verona,Nicolás Valentini,ar ARG,DF,23.0,12.6,11,0.88,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0
