Team,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Union Berlin,Leopold Querfeld,at AUT,DF,20.0,19.4,8,0,0,20,13,0,0,19,12,0,1,0,66,65,54,54.6
Union Berlin,András Schäfer,hu HUN,MF,25.0,17.2,3,0,0,27,33,0,17,22,26,0,0,0,72,28,19,59.6
Union Berlin,Jeong Woo-yeong,kr KOR,MF,24.0,14.2,2,0,0,16,15,4,36,11,7,0,0,0,68,14,27,34.1
Union Berlin,Kevin Vogt,de GER,DF,32.0,15.2,6,0,0,10,7,0,0,9,8,0,1,0,90,14,13,51.9
Union Berlin,Josip Juranović,hr CRO,DF,28.0,12.9,4,0,0,8,6,1,78,7,13,0,0,0,62,4,5,44.4
Union Berlin,Tim Skarke,de GER,FW,27.0,13.0,1,0,0,10,15,10,29,5,11,0,0,0,56,10,40,20.0
Union Berlin,Andrej Ilic,rs SRB,FW,24.0,10.5,1,0,0,14,8,8,3,5,2,0,0,0,16,52,56,48.1
Union Berlin,Aljoscha Kemlein,de GER,MF,19.0,10.3,3,0,0,15,2,1,5,6,4,0,1,0,58,19,14,57.6
Union Berlin,Robert Skov,dk DEN,DF,28.0,9.6,1,0,0,14,10,1,61,8,11,0,0,0,43,9,9,50.0
Union Berlin,Jordan Pefok,us USA,FW,28.0,10.2,2,0,0,22,15,7,0,4,6,0,0,0,31,44,35,55.7
Union Berlin,Yorbe Vertessen,be BEL,MF,23.0,8.0,2,0,0,14,17,2,23,3,3,0,0,0,32,6,11,35.3
Union Berlin,Lucas Tousart,fr FRA,MF,27.0,6.3,2,0,0,11,6,0,2,7,9,0,0,0,32,20,15,57.1
Union Berlin,Alexander Schwolow,de GER,GK,32.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,100.0
Union Berlin,László Bénes,sk SVK,MF,26.0,6.6,4,0,0,9,4,1,48,3,2,0,0,0,32,7,9,43.8
Union Berlin,Ivan Prtajin,hr CRO,FW,28.0,1.8,0,0,0,1,1,2,3,0,2,0,0,0,4,10,17,37.0
Union Berlin,Marin Ljubicic,hr CRO,FW,22.0,3.1,1,0,0,9,8,1,1,0,1,0,0,0,12,3,11,21.4
Union Berlin,Jérôme Roussillon,fr FRA,DF,31.0,1.5,0,0,0,1,3,0,10,2,0,0,0,0,2,2,2,50.0
Union Berlin,David Preu,de GER,MF,19.0,1.4,1,0,0,1,1,1,4,0,1,0,0,0,4,0,3,0.0
Union Berlin,Robin Gosens,de GER,DF,30.0,1.0,1,0,0,5,0,0,1,1,0,0,0,0,1,7,4,63.6
Union Berlin,Kevin Volland,de GER,FW,32.0,0.7,1,0,0,3,0,0,0,0,0,0,0,0,2,3,1,75.0
St Pauli,Hauke Wahl,de GER,DF,30.0,33.0,1,0,0,13,15,2,8,31,27,0,0,0,129,47,50,48.5
St Pauli,Nikola Vasilj,ba BIH,GK,28.0,33.0,2,1,1,1,1,0,0,0,0,0,1,0,54,9,0,100.0
St Pauli,Philipp Treu,de GER,MF,23.0,32.1,2,0,0,20,36,3,60,19,42,0,0,1,147,21,36,36.8
St Pauli,Eric Smith,se SWE,DF,27.0,31.4,7,0,0,27,24,3,102,37,29,0,0,0,139,30,37,44.8
St Pauli,Jackson Irvine,au AUS,MF,31.0,29.0,2,0,0,38,16,2,18,36,28,0,1,0,125,85,65,56.7
St Pauli,Manolis Saliakas,gr GRE,MF,27.0,25.8,4,0,0,16,15,0,82,20,22,1,0,0,84,14,11,56.0
St Pauli,David Nemeth,at AUT,DF,23.0,23.8,3,0,0,21,14,0,7,18,29,0,0,0,87,37,31,54.4
St Pauli,Johannes Eggestein,de GER,FW,26.0,20.8,3,0,0,11,12,14,35,0,3,0,0,0,58,28,85,24.8
St Pauli,Morgan Guilavogui,gn GUI,FW,26.0,20.2,6,0,0,48,34,11,13,13,17,0,0,0,71,66,75,46.8
St Pauli,Carlo Boukhalfa,ma MAR,MF,25.0,18.4,1,0,0,18,17,2,10,12,11,0,0,0,60,23,42,35.4
St Pauli,Oladapo Afolayan,eng ENG,FW,26.0,18.4,3,0,0,21,42,9,53,8,8,1,0,0,72,19,45,29.7
St Pauli,Danel Sinani,lu LUX,FW,27.0,14.0,3,0,0,25,14,4,67,1,11,0,0,0,52,10,32,23.8
St Pauli,Noah Weißhaupt,de GER,FW,22.0,13.0,0,0,0,10,42,6,72,2,4,0,0,0,51,15,19,44.1
St Pauli,Lars Ritzka,de GER,DF,26.0,10.3,1,0,0,10,6,1,19,11,29,0,0,0,35,7,22,24.1
St Pauli,Siebe Van Der Heyden,be BEL,DF,26.0,9.7,4,1,1,16,9,0,18,17,10,0,2,0,32,31,17,64.6
St Pauli,Elias Saad,tn TUN,FW,24.0,10.1,1,0,0,17,24,7,14,3,13,0,0,0,43,8,22,26.7
St Pauli,Karol Mets,ee EST,DF,31.0,10.0,1,0,0,7,5,0,3,12,8,0,1,0,35,24,10,70.6
St Pauli,James Sands,us USA,MF,24.0,5.0,1,0,0,11,5,1,2,5,6,0,0,0,21,17,8,68.0
St Pauli,Robert Wagner,de GER,MF,21.0,4.6,1,0,0,6,5,0,2,2,3,0,0,0,22,5,7,41.7
St Pauli,Connor Metcalfe,au AUS,MF,24.0,4.0,2,1,1,5,4,0,7,3,0,0,0,0,9,13,11,54.2
St Pauli,Adam Dźwigała,pl POL,DF,28.0,4.2,2,1,0,5,3,0,3,4,10,0,0,0,13,13,4,76.5
St Pauli,Ben Alexander Voll,de GER,GK,23.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St Pauli,Scott Banks,sct SCO,FW,22.0,1.3,1,0,0,2,4,0,5,2,1,0,0,0,4,1,6,14.3
St Pauli,Andreas Albers,dk DEN,FW,34.0,0.7,0,0,0,3,2,0,0,0,1,0,0,0,3,10,12,45.5
St Pauli,Abdoulie Ceesay,gm GAM,FW,20.0,0.7,1,0,0,2,3,0,0,0,3,0,0,0,4,0,6,0.0
St Pauli,Erik Ahlstrand,se SWE,FW,22.0,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0.0
St Pauli,Maurides,br BRA,FW,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St Pauli,Finley Stevens,wls WAL,DF,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hoffenheim,Andrej Kramarić,hr CRO,MF,33.0,30.9,4,0,0,12,28,9,116,7,8,0,0,0,136,8,23,25.8
Hoffenheim,Tom Bischof,de GER,MF,19.0,28.6,5,0,0,45,33,1,145,30,53,0,0,0,156,14,19,42.4
Hoffenheim,Anton Stach,de GER,MF,25.0,28.8,8,0,0,38,34,0,24,46,46,0,0,0,171,53,41,56.4
Hoffenheim,Oliver Baumann,de GER,GK,34.0,28.0,1,0,0,0,6,0,0,0,2,0,0,0,53,8,0,100.0
Hoffenheim,Arthur Chaves,br BRA,DF,23.0,24.3,8,0,0,38,19,1,8,37,36,0,0,0,93,67,62,51.9
Hoffenheim,Kevin Akpoguma,ng NGA,DF,29.0,24.7,3,0,0,25,23,1,12,29,27,0,4,0,107,48,47,50.5
Hoffenheim,Adam Hložek,cz CZE,FW,22.0,20.9,2,0,0,15,30,6,20,4,10,0,0,0,66,40,39,50.6
Hoffenheim,Marius Bülter,de GER,"FW,DF",31.0,19.4,4,0,0,11,36,6,84,4,10,1,0,0,63,18,28,39.1
Hoffenheim,Alexander Prass,at AUT,DF,23.0,17.5,1,0,0,17,25,0,54,9,23,1,0,0,92,15,19,44.1
Hoffenheim,Pavel Kadeřábek,cz CZE,DF,32.0,17.6,6,0,0,21,8,4,74,20,14,0,0,0,25,57,44,56.4
Hoffenheim,Stanley N'Soki,fr FRA,DF,25.0,14.6,3,1,0,12,6,0,1,26,16,0,0,2,79,22,14,61.1
Hoffenheim,Valentin Gendrey,fr FRA,DF,24.0,15.8,1,0,0,12,27,2,51,15,12,0,0,0,52,26,24,52.0
Hoffenheim,Leo Skiri Østigård,no NOR,DF,24.0,10.3,0,1,0,19,5,1,2,9,7,0,1,1,44,60,32,65.2
Hoffenheim,Florian Grillitsch,at AUT,MF,28.0,6.7,1,0,0,4,11,0,4,8,9,0,0,0,31,7,15,31.8
Hoffenheim,Dennis Geiger,de GER,MF,26.0,8.2,4,0,0,26,10,0,5,7,11,0,1,0,35,2,4,33.3
Hoffenheim,Gift Orban,ng NGA,FW,22.0,7.7,2,0,0,15,7,8,6,0,1,0,0,0,18,10,17,37.0
Hoffenheim,Finn Ole Becker,de GER,MF,24.0,7.5,1,0,0,5,7,0,8,10,5,0,0,0,50,7,2,77.8
Hoffenheim,Bazoumana Touré,ci CIV,FW,18.0,6.8,1,0,0,13,3,7,24,3,10,0,0,0,27,12,17,41.4
Hoffenheim,Haris Tabakovic,ba BIH,FW,30.0,9.2,0,0,0,15,8,11,4,1,1,0,0,0,13,45,37,54.9
Hoffenheim,David Jurásek,cz CZE,DF,23.0,6.9,0,0,0,1,2,1,55,6,3,0,0,0,40,3,2,60.0
Hoffenheim,Luca Philipp,de GER,GK,23.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
Hoffenheim,Diadie Samassékou,ml MLI,MF,28.0,3.3,0,0,0,5,4,0,0,5,5,0,0,0,18,3,6,33.3
Hoffenheim,Max Moerstedt,de GER,FW,nan,5.1,2,0,0,6,10,1,1,0,5,0,0,0,11,16,22,42.1
Hoffenheim,Tim Drexler,de GER,DF,19.0,4.0,2,0,0,8,2,0,1,1,7,0,0,0,10,2,12,14.3
Hoffenheim,Jacob Bruun Larsen,dk DEN,FW,25.0,4.5,0,0,0,2,2,3,19,1,3,0,0,0,16,5,3,62.5
Hoffenheim,Umut Tohumcu,de GER,MF,19.0,4.2,3,0,0,6,6,0,8,3,5,0,0,0,13,0,1,0.0
Hoffenheim,Mergim Berisha,de GER,FW,26.0,3.7,1,0,0,5,5,3,3,0,3,0,0,0,10,3,14,17.6
Hoffenheim,Erencan Yardimci,tr TUR,FW,22.0,3.5,2,0,0,8,5,5,1,1,3,0,0,0,4,17,29,37.0
Hoffenheim,Robin Hranáč,cz CZE,DF,24.0,2.4,0,0,0,5,0,0,0,5,0,0,0,0,12,5,9,35.7
Hoffenheim,Grischa Prömel,de GER,MF,29.0,1.9,0,0,0,0,3,0,2,2,0,0,0,0,7,1,3,25.0
Hoffenheim,Florian Micheler,at AUT,MF,19.0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Hoffenheim,Hannes Behrens,de GER,DF,nan,0.3,0,0,0,0,1,0,0,2,1,0,0,0,3,1,0,100.0
Hoffenheim,David Mokwa,fr FRA,DF,20.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,50.0
Hoffenheim,Paul Hennrich,de GER,MF,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
Hoffenheim,Ihlas Bebou,tg TOG,MF,30.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Heidenheim,Patrick Mainka,de GER,DF,29.0,34.0,3,0,0,17,21,2,4,68,30,0,0,0,152,109,62,63.7
Heidenheim,Kevin Müller,de GER,GK,33.0,32.7,0,0,0,0,3,0,0,0,2,0,0,0,50,8,1,88.9
Heidenheim,Jan Schöppner,de GER,MF,25.0,29.9,8,0,0,32,20,2,12,43,30,0,0,0,130,57,60,48.7
Heidenheim,Benedikt Gimber,de GER,DF,27.0,29.7,9,0,0,61,49,1,3,31,46,0,2,0,98,66,52,55.9
Heidenheim,Omar Traoré,de GER,DF,26.0,29.1,7,0,0,23,37,1,107,21,26,0,1,0,136,15,24,38.5
Heidenheim,Marvin Pieringer,de GER,FW,24.0,24.7,7,0,0,50,46,15,11,8,13,2,0,0,63,73,124,37.1
Heidenheim,Jonas Föhrenbach,de GER,DF,28.0,20.4,3,0,0,14,4,1,59,16,24,0,0,0,67,14,17,45.2
Heidenheim,Paul Wanner,de GER,MF,18.0,19.8,2,0,0,23,18,1,52,4,27,0,0,0,90,12,18,40.0
Heidenheim,Niklas Dorsch,de GER,MF,26.0,15.0,5,1,0,15,20,0,37,17,16,0,0,0,74,7,9,43.8
Heidenheim,Adrian Beck,de GER,MF,27.0,17.9,1,0,0,16,14,2,32,9,17,0,0,0,131,29,20,59.2
Heidenheim,Marnon Busch,de GER,DF,29.0,15.6,1,0,0,8,7,0,52,13,17,0,1,0,62,13,15,46.4
Heidenheim,Frans Krätzig,de GER,DF,21.0,13.6,1,0,0,7,4,4,38,17,18,0,1,0,60,3,4,42.9
Heidenheim,Tim Siersleben,de GER,DF,24.0,13.2,4,0,0,16,7,0,10,20,14,0,1,0,37,20,21,48.8
Heidenheim,Léo Scienza,br BRA,FW,25.0,12.9,1,0,0,16,63,5,81,5,12,0,0,0,53,3,13,18.8
Heidenheim,Mathias Honsak,at AUT,"FW,DF",27.0,13.2,1,0,0,14,13,2,50,10,8,0,0,0,55,22,21,51.2
Heidenheim,Budu Zivzivadze,ge GEO,FW,30.0,10.7,0,0,0,9,15,6,4,3,11,0,0,0,33,23,63,26.7
Heidenheim,Lennard Maloney,us USA,MF,24.0,8.5,1,0,0,11,4,1,1,14,11,0,0,0,40,16,12,57.1
Heidenheim,Luca Kerber,de GER,MF,22.0,8.8,4,0,0,22,8,0,3,5,16,0,0,0,27,11,17,39.3
Heidenheim,Sirlord Conteh,de GER,FW,28.0,9.9,2,0,0,8,11,4,20,1,5,0,0,0,17,16,20,44.4
Heidenheim,Mikkel Kaufmann,dk DEN,FW,23.0,4.2,2,0,0,5,14,0,1,2,4,1,0,0,13,17,19,47.2
Heidenheim,Maximilian Breunig,de GER,FW,23.0,3.9,0,0,0,8,5,1,1,1,3,0,0,0,13,9,31,22.5
Heidenheim,Thomas Keller,de GER,DF,24.0,1.7,2,0,0,6,4,0,0,4,5,0,0,0,3,4,4,50.0
Heidenheim,Frank Feller,de GER,GK,20.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Heidenheim,Stefan Schimmer,de GER,FW,30.0,2.7,1,0,0,2,1,2,3,0,0,0,0,0,9,3,15,16.7
Heidenheim,Julian Niehues,de GER,MF,23.0,1.7,1,0,0,1,2,0,0,0,1,0,0,0,4,3,4,42.9
Heidenheim,Norman Theuerkauf,de GER,MF,37.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Heidenheim,Denis Thomalla,de GER,MF,31.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Holstein Kiel,Timo Becker,de GER,DF,27.0,27.2,2,0,0,9,9,0,22,17,33,0,0,0,98,31,38,44.9
Holstein Kiel,Nicolai Remberg,de GER,MF,24.0,26.9,11,0,0,43,46,2,8,29,25,0,0,2,101,86,52,62.3
Holstein Kiel,Timon Weiner,de GER,GK,25.0,25.0,4,0,0,1,3,0,0,0,0,0,1,0,43,11,1,91.7
Holstein Kiel,Shuto Machino,jp JPN,FW,24.0,21.9,2,0,0,19,25,9,35,7,5,0,0,0,50,27,42,39.1
Holstein Kiel,Armin Gigovic,ba BIH,MF,22.0,21.3,5,0,0,22,28,2,14,21,13,1,1,0,117,18,19,48.6
Holstein Kiel,Magnus Knudsen,no NOR,MF,23.0,20.7,7,0,0,28,10,0,8,12,29,0,0,0,79,10,28,26.3
Holstein Kiel,Lasse Rosenboom,de GER,DF,22.0,19.3,3,0,0,19,12,0,18,19,35,0,0,0,57,30,39,43.5
Holstein Kiel,Finn Porath,de GER,DF,27.0,22.0,3,0,0,31,37,0,84,21,26,0,0,0,79,26,25,51.0
Holstein Kiel,Marko Ivezić,rs SRB,DF,22.0,18.4,5,0,0,27,5,1,1,27,19,0,0,0,71,34,30,53.1
Holstein Kiel,David Zec,si SVN,DF,24.0,17.2,5,0,0,21,7,3,1,17,10,0,0,0,76,35,47,42.7
Holstein Kiel,Phil Harres,de GER,FW,22.0,17.3,3,0,0,35,20,5,6,5,10,0,0,0,40,54,65,45.4
Holstein Kiel,Marco Komenda,hr CRO,DF,27.0,14.6,3,0,0,16,13,0,16,6,17,0,0,0,37,15,31,32.6
Holstein Kiel,Steven Skrzybski,de GER,MF,31.0,14.8,0,0,0,16,22,2,31,11,6,0,0,0,58,6,19,24.0
Holstein Kiel,Alexander Bernhardsson,se SWE,FW,25.0,14.2,3,0,0,21,15,2,34,5,15,1,0,0,45,19,34,35.8
Holstein Kiel,Max Geschwill,de GER,DF,23.0,14.3,2,0,0,13,8,1,10,30,21,0,0,1,53,14,21,40.0
Holstein Kiel,Lewis Holtby,de GER,MF,33.0,13.8,1,1,0,13,23,0,46,21,20,2,1,0,72,8,12,40.0
Holstein Kiel,Patrick Erras,de GER,DF,29.0,9.3,2,0,0,11,0,0,0,9,5,0,0,0,24,27,16,62.8
Holstein Kiel,Thomas Dähne,de GER,GK,30.0,9.0,0,0,0,1,1,0,0,0,0,0,1,0,15,6,0,100.0
Holstein Kiel,John Tolkin,us USA,DF,22.0,8.2,0,0,0,2,9,0,38,8,11,0,0,0,21,8,6,57.1
Holstein Kiel,Benedikt Pichler,at AUT,FW,27.0,8.7,1,0,0,14,16,13,11,2,2,0,0,0,15,41,31,56.9
Holstein Kiel,Carl Johansson,se SWE,DF,30.0,6.3,0,1,0,5,4,0,0,10,2,0,1,0,18,29,21,58.0
Holstein Kiel,Tymoteusz Puchacz,pl POL,DF,25.0,4.4,0,0,0,2,7,1,37,3,4,0,0,0,32,4,4,50.0
Holstein Kiel,Dominik Javorček,sk SVK,DF,21.0,4.3,2,0,0,7,6,1,20,5,0,0,0,0,7,3,7,30.0
Holstein Kiel,Jann-Fiete Arp,de GER,FW,24.0,7.9,8,1,1,20,18,2,24,3,10,0,0,0,21,2,13,13.3
Holstein Kiel,Marvin Schulz,de GER,MF,29.0,3.4,3,0,0,6,1,0,12,0,5,0,1,0,18,2,4,33.3
Holstein Kiel,Andu Kelati,de GER,MF,21.0,3.2,2,1,1,4,5,0,6,3,4,0,0,0,19,0,2,0.0
Holstein Kiel,Ivan Nekić,hr CRO,DF,23.0,0.8,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,
Bochum,Maximilian Wittek,de GER,DF,28.0,30.2,8,0,0,34,34,0,164,27,42,0,0,0,115,23,23,50.0
Bochum,Ibrahima Sissoko,ml MLI,MF,26.0,29.2,11,1,1,75,29,2,21,36,44,1,1,0,154,76,54,58.5
Bochum,Felix Passlack,de GER,DF,26.0,26.1,4,0,0,29,21,2,113,18,23,0,2,0,114,10,22,31.3
Bochum,Matúš Bero,sk SVK,MF,28.0,28.6,11,0,0,50,34,1,124,17,35,0,0,0,164,22,43,33.8
Bochum,Philipp Hofmann,de GER,FW,31.0,25.5,4,0,0,36,31,4,10,4,12,0,1,0,52,164,126,56.6
Bochum,Tim Oermann,de GER,DF,20.0,24.7,0,0,0,16,8,0,14,22,31,0,0,0,99,27,37,42.2
Bochum,Patrick Drewes,de GER,GK,31.0,21.0,2,0,0,1,3,0,0,0,0,0,1,0,36,3,0,100.0
Bochum,Ivan Ordets,ua UKR,DF,32.0,20.7,6,0,0,22,19,2,0,41,8,0,0,0,77,95,45,67.9
Bochum,Bernardo,br BRA,DF,29.0,19.8,5,0,0,24,11,0,14,26,28,0,0,0,83,90,43,67.7
Bochum,Jakov Medić,hr CRO,DF,25.0,17.9,2,0,0,10,7,2,1,22,11,0,1,0,73,30,27,52.6
Bochum,Moritz Broschinski,de GER,FW,23.0,15.6,1,0,0,27,18,5,28,1,14,0,0,0,64,31,42,42.5
Bochum,Timo Horn,de GER,GK,31.0,13.0,2,0,0,0,2,0,0,0,0,0,0,0,25,3,0,100.0
Bochum,Anthony Losilla,fr FRA,MF,38.0,12.7,1,0,0,18,9,1,4,18,16,0,0,0,45,29,23,55.8
Bochum,Tom Krauß,de GER,MF,23.0,12.0,2,0,0,14,16,0,10,11,18,0,0,0,78,9,8,52.9
Bochum,Gerrit Holtmann,ph PHI,DF,29.0,12.7,2,0,0,26,7,4,91,16,19,0,0,0,49,12,16,42.9
Bochum,Giorgos Masouras,gr GRE,FW,30.0,11.8,1,0,0,12,10,15,26,4,10,0,0,0,44,26,36,41.9
Bochum,Dani de Wit,nl NED,MF,26.0,12.9,1,0,0,24,12,8,8,12,17,2,0,0,36,41,48,46.1
Bochum,Myron Boadu,nl NED,FW,23.0,11.7,2,0,0,11,6,12,3,1,1,0,0,0,20,19,20,48.7
Bochum,Erhan Mašović,rs SRB,DF,25.0,10.1,2,0,0,12,4,0,0,12,10,0,0,0,32,22,15,59.5
Bochum,Koji Miyoshi,jp JPN,FW,27.0,5.2,0,1,0,10,4,2,9,2,5,0,0,0,22,2,13,13.3
Bochum,Lukas Daschner,de GER,MF,25.0,4.6,0,0,0,4,2,0,19,0,2,0,0,0,17,4,8,33.3
Bochum,Mats Pannewig,de GER,MF,19.0,3.0,1,0,0,5,1,0,3,2,6,0,0,0,24,5,10,33.3
Bochum,Cristian Gamboa,cr CRC,DF,34.0,2.5,1,0,0,1,3,0,7,2,3,0,0,0,11,0,1,0.0
Bochum,Moritz-Broni Kwarteng,gh GHA,MF,26.0,1.9,1,0,0,3,1,0,1,0,3,0,0,0,8,0,1,0.0
Bochum,Aliou Badara Baldé,gn GUI,MF,21.0,1.0,1,0,0,1,0,2,4,0,1,0,0,0,3,0,2,0.0
Bochum,Samuel Bamba,de GER,FW,20.0,0.3,0,0,0,0,1,1,5,0,1,0,0,0,2,1,2,33.3
Bochum,Kacper Koscierski,de GER,DF,17.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Liverpool,Mohamed Salah,eg EGY,FW,32.0,37.6,1,0,0,25,39,18,79,9,11,0,0,0,101,9,14,39.1
Liverpool,Virgil van Dijk,nl NED,DF,33.0,37.0,5,0,0,17,13,0,1,56,20,0,0,0,115,119,46,72.1
Liverpool,Ryan Gravenberch,nl NED,MF,22.0,35.2,6,1,0,47,52,0,7,60,35,0,0,0,193,26,14,65.0
Liverpool,Alexis Mac Allister,ar ARG,MF,25.0,29.0,6,0,0,62,40,2,86,22,58,0,0,0,148,19,34,35.8
Liverpool,Ibrahima Konaté,fr FRA,DF,25.0,28.5,5,0,0,27,20,0,0,17,26,0,0,0,98,74,29,71.8
Liverpool,Dominik Szoboszlai,hu HUN,MF,23.0,27.8,6,0,0,44,24,4,41,9,20,0,0,0,133,19,23,45.2
Liverpool,Andrew Robertson,sct SCO,DF,30.0,27.7,3,1,0,11,8,3,147,21,22,0,1,1,105,7,14,33.3
Liverpool,Alisson,br BRA,GK,31.0,27.9,0,0,0,0,2,0,0,0,0,0,0,0,47,7,0,100.0
Liverpool,Luis Díaz,co COL,FW,27.0,26.9,2,0,0,48,31,10,32,7,26,2,0,0,105,13,38,25.5
Liverpool,Trent Alexander-Arnold,eng ENG,DF,25.0,26.5,5,0,0,11,9,1,153,31,50,0,0,0,132,3,13,18.8
Liverpool,Cody Gakpo,nl NED,FW,25.0,21.7,5,0,0,20,31,5,74,12,16,1,0,0,77,17,26,39.5
Liverpool,Curtis Jones,eng ENG,MF,23.0,19.2,3,1,1,18,25,1,8,7,22,1,0,0,97,14,13,51.9
Liverpool,Diogo Jota,pt POR,FW,27.0,13.4,2,0,0,23,14,1,8,8,8,1,0,0,41,22,32,40.7
Liverpool,Caoimhín Kelleher,ie IRL,GK,25.0,10.0,0,0,0,0,3,0,0,0,0,0,0,0,18,1,0,100.0
Liverpool,Kostas Tsimikas,gr GRE,DF,28.0,9.3,2,0,0,9,6,1,64,11,20,0,0,0,31,5,8,38.5
Liverpool,Darwin Núñez,uy URU,FW,25.0,12.7,8,0,0,27,14,12,3,4,18,1,0,0,41,20,33,37.7
Liverpool,Conor Bradley,nir NIR,DF,21.0,8.4,4,0,0,12,14,1,7,4,10,0,0,0,51,11,7,61.1
Liverpool,Joe Gomez,eng ENG,DF,27.0,5.8,1,0,0,2,3,0,2,7,10,0,0,0,34,9,4,69.2
Liverpool,Jarell Quansah,eng ENG,DF,21.0,5.5,2,0,0,9,1,0,2,7,8,0,1,1,19,7,10,41.2
Liverpool,Harvey Elliott,eng ENG,MF,21.0,4.1,1,0,0,0,1,1,12,1,3,0,0,0,15,1,2,33.3
Liverpool,Wataru Endo,jp JPN,MF,31.0,3.0,0,0,0,15,7,0,1,6,8,0,0,0,14,3,4,42.9
Liverpool,Federico Chiesa,it ITA,FW,26.0,1.2,0,0,0,3,2,0,2,0,0,0,0,0,6,0,4,0.0
Liverpool,Vitezslav Jaros,cz CZE,GK,23.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Liverpool,Jayden Danns,eng ENG,MF,18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arsenal,David Raya,es ESP,GK,28.0,38.0,3,0,0,1,10,0,0,2,0,0,1,0,41,13,0,100.0
Arsenal,William Saliba,fr FRA,DF,23.0,33.8,2,1,0,28,17,1,3,21,37,0,1,0,154,61,36,62.9
Arsenal,Declan Rice,eng ENG,MF,25.0,31.5,7,1,1,21,16,2,164,25,25,0,0,0,156,37,25,59.7
Arsenal,Thomas Partey,gh GHA,MF,31.0,31.1,4,0,0,45,31,1,12,35,53,0,0,0,138,28,27,50.9
Arsenal,Leandro Trossard,be BEL,FW,29.0,28.4,4,1,1,27,46,6,86,9,20,0,0,0,104,6,24,20.0
Arsenal,Gabriel Magalhães,br BRA,DF,26.0,26.3,4,0,0,19,19,0,9,16,15,1,0,0,63,53,37,58.9
Arsenal,Jurriën Timber,nl NED,DF,23.0,27.0,7,0,0,31,29,6,28,22,38,0,0,0,94,22,20,52.4
Arsenal,Martin Ødegaard,no NOR,MF,25.0,26.0,4,0,0,12,23,1,86,6,11,0,0,0,97,8,7,53.3
Arsenal,Gabriel Martinelli,br BRA,FW,23.0,25.6,1,0,0,16,21,8,92,5,15,0,0,0,78,17,39,30.4
Arsenal,Kai Havertz,de GER,FW,25.0,20.9,5,0,0,38,23,14,11,6,9,0,0,0,41,63,78,44.7
Arsenal,Bukayo Saka,eng ENG,FW,22.0,19.3,3,0,0,15,39,7,117,3,15,1,0,0,70,10,20,33.3
Arsenal,Mikel Merino,es ESP,MF,28.0,17.7,4,1,1,41,23,7,13,15,28,0,0,0,86,59,55,51.8
Arsenal,Myles Lewis-Skelly,eng ENG,DF,17.0,15.3,3,2,0,11,47,0,10,7,14,0,1,0,53,11,10,52.4
Arsenal,Ben White,eng ENG,DF,26.0,13.3,2,0,0,10,5,1,17,16,14,0,0,0,37,18,9,66.7
Arsenal,Riccardo Calafiori,it ITA,DF,22.0,11.0,4,0,0,16,6,3,11,9,19,0,0,0,35,22,14,61.1
Arsenal,Ethan Nwaneri,eng ENG,FW,17.0,10.0,1,0,0,9,5,6,54,2,7,0,0,0,34,4,8,33.3
Arsenal,Jakub Kiwior,pl POL,DF,24.0,12.5,1,0,0,10,4,1,2,6,8,0,0,0,31,11,13,45.8
Arsenal,Jorginho,it ITA,MF,32.0,7.9,5,0,0,15,17,0,1,7,4,0,0,0,55,1,6,14.3
Arsenal,Raheem Sterling,eng ENG,FW,29.0,5.6,1,0,0,12,8,4,16,1,4,0,0,0,16,1,3,25.0
Arsenal,Gabriel Jesus,br BRA,FW,27.0,6.8,4,0,0,14,10,9,7,4,6,0,0,0,28,9,18,33.3
Arsenal,Oleksandr Zinchenko,ua UKR,DF,27.0,5.9,1,0,0,8,3,1,13,5,1,0,0,0,19,12,11,52.2
Arsenal,Kieran Tierney,sct SCO,DF,27.0,2.9,0,0,0,1,2,2,14,3,5,0,0,0,6,5,5,50.0
Arsenal,Nathan Butler-Oyedeji,eng ENG,FW,21.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
