Team,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Charleroi,Noam Mayoka-Tika,be BEL,MF,20.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
OH Leuven,Tobe Leysen,be BEL,GK,22.0,29.0,3,0,0,2,7,0,0,1,0,0,2,0,24,3,0,100.0
OH Leuven,Birger Verstraete,be BEL,MF,30.0,23.9,9,0,0,34,38,1,51,43,31,0,0,0,85,28,18,60.9
OH Leuven,Ezechiel Banzuzi,nl NED,MF,19.0,23.2,8,1,1,46,38,0,18,13,40,1,0,0,115,49,34,59.0
OH Leuven,Takahiro Akimoto,jp JPN,DF,26.0,22.6,6,0,0,18,22,0,10,24,36,0,0,0,98,34,16,68.0
OH Leuven,Federico Ricca,uy URU,DF,29.0,21.2,8,1,0,25,15,1,7,22,20,0,0,0,71,46,52,46.9
OH Leuven,Siebe Schrijvers,be BEL,MF,28.0,20.3,5,0,0,23,22,0,51,33,33,0,1,1,99,12,12,50.0
OH Leuven,Konan N'dri,ci CIV,FW,23.0,17.8,2,0,0,29,32,6,33,6,21,0,0,0,78,13,23,36.1
OH Leuven,Hasan Kuruçay,,DF,26.0,17.3,5,1,0,14,10,1,2,15,14,0,1,0,54,23,16,59.0
OH Leuven,Youssef Maziz,fr FRA,MF,26.0,15.9,4,0,0,19,24,1,85,13,3,0,1,0,85,8,18,30.8
OH Leuven,Chukwubuikem Ikwuemesi,ng NGA,FW,22.0,17.1,2,0,0,39,36,13,10,4,10,2,0,1,37,39,68,36.4
OH Leuven,Thibault Vlietinck,be BEL,DF,26.0,14.2,2,0,0,10,19,1,46,6,11,0,0,0,41,12,18,40.0
OH Leuven,Stefan Mitrović,rs SRB,FW,21.0,14.1,1,0,0,21,15,5,33,10,13,0,0,0,63,3,29,9.4
OH Leuven,Takuma Ominami,jp JPN,DF,26.0,14.8,2,0,0,11,3,0,5,6,13,0,0,0,39,43,10,81.1
OH Leuven,William Balikwisha,cd COD,FW,25.0,12.1,2,1,0,11,9,8,36,11,11,0,0,0,47,1,8,11.1
OH Leuven,Óscar Gil,es ESP,DF,27.0,11.2,4,1,0,17,23,1,17,14,19,0,0,0,26,12,15,44.4
OH Leuven,Mathieu Maertens,be BEL,FW,29.0,8.7,1,0,0,13,17,9,10,5,5,0,0,0,23,15,14,51.7
OH Leuven,Ewoud Pletinckx,be BEL,DF,23.0,9.3,1,0,0,6,3,0,1,6,3,0,0,0,19,19,18,51.4
OH Leuven,Manuel Osifo,be BEL,DF,21.0,8.1,2,0,0,15,7,0,5,10,14,0,0,0,36,10,5,66.7
OH Leuven,Hamza Mendyl,ma MAR,DF,26.0,6.5,1,0,0,10,5,1,15,4,12,0,0,0,17,7,6,53.8
OH Leuven,Lequincio Zeefuik,nl NED,FW,19.0,5.3,2,0,0,16,12,2,1,0,4,0,0,0,3,26,13,66.7
OH Leuven,Thibaud Verlinden,be BEL,FW,25.0,4.0,1,1,0,4,5,1,27,1,2,0,0,0,13,3,3,50.0
