Team,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Celta Vigo,Jailson Siqueira,br BRA,DF,28.0,6.9,0,4,2,50.0,0.58,0.29,0.0,0.0,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Celta Vigo,Mihailo Ristić,rs SRB,DF,28.0,4.8,0,2,0,0.0,0.42,0.0,0.0,,26.1,0,0,0,0.0,0.0,0.01,0.0,0.0
Celta Vigo,Iker Losada,es ESP,FW,22.0,4.0,1,3,2,66.7,0.75,0.5,0.33,0.5,11.7,0,0,0,1.1,1.1,0.38,-0.1,-0.1
Celta Vigo,Iván Villar,es ESP,GK,27.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Celta Vigo,Franco Cervi,ar ARG,FW,30.0,3.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Celta Vigo,Luca de la Torre,us USA,MF,26.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Celta Vigo,Joseph Aidoo,gh GHA,DF,28.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Celta Vigo,Tadeo Allende,ar ARG,FW,25.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rayo Vallecano,Florian Lejeune,fr FRA,DF,33.0,37.0,2,58,17,29.3,1.57,0.46,0.03,0.12,23.9,20,0,0,3.6,3.6,0.06,-1.6,-1.6
Rayo Vallecano,Andrei Ratiu,ro ROU,DF,26.0,34.1,2,31,7,22.6,0.91,0.21,0.06,0.29,19.1,0,0,0,1.8,1.8,0.06,0.2,0.2
Rayo Vallecano,Augusto Batalla,ar ARG,GK,28.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rayo Vallecano,Jorge de Frutos,es ESP,FW,27.0,28.0,6,52,18,34.6,1.86,0.64,0.12,0.33,15.9,0,0,0,6.3,6.3,0.12,-0.3,-0.3
Rayo Vallecano,Pep Chavarría,es ESP,DF,26.0,28.8,0,11,3,27.3,0.38,0.1,0.0,0.0,20.1,0,0,0,1.2,1.2,0.11,-1.2,-1.2
Rayo Vallecano,Álvaro García,es ESP,FW,31.0,28.6,4,71,26,36.6,2.48,0.91,0.06,0.15,16.9,0,0,0,7.6,7.6,0.11,-3.6,-3.6
Rayo Vallecano,Isaac Palazón Camacho,es ESP,MF,29.0,24.2,4,61,18,29.5,2.52,0.74,0.07,0.22,22.3,1,0,0,4.7,4.7,0.08,-0.7,-0.7
Rayo Vallecano,Pathé Ciss,sn SEN,MF,30.0,23.9,4,21,6,28.6,0.88,0.25,0.19,0.67,15.2,0,0,0,1.8,1.7,0.09,2.2,2.3
Rayo Vallecano,Abdul Mumin,gh GHA,DF,26.0,22.4,2,10,3,30.0,0.45,0.13,0.2,0.67,12.9,0,0,0,0.6,0.6,0.06,1.4,1.4
Rayo Vallecano,Unai López,es ESP,MF,28.0,19.2,3,26,11,42.3,1.36,0.57,0.12,0.27,22.8,1,0,0,1.6,1.6,0.06,1.4,1.4
Rayo Vallecano,Óscar Valentín,es ESP,MF,29.0,20.5,0,5,1,20.0,0.24,0.05,0.0,0.0,12.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Rayo Vallecano,Adri Embarba,es ESP,FW,32.0,18.0,1,37,12,32.4,2.05,0.67,0.03,0.08,22.1,2,0,0,2.1,2.1,0.06,-1.1,-1.1
Rayo Vallecano,Randy Nteka,ao ANG,FW,26.0,12.7,3,16,8,50.0,1.26,0.63,0.19,0.38,13.6,0,0,0,2.6,2.6,0.16,0.4,0.4
Rayo Vallecano,Sergio Camello,es ESP,FW,23.0,12.8,3,32,9,28.1,2.51,0.71,0.09,0.33,16.3,0,0,0,4.1,4.1,0.13,-1.1,-1.1
Rayo Vallecano,Pedro Díaz,es ESP,MF,26.0,13.5,3,31,7,22.6,2.29,0.52,0.1,0.43,24.6,1,0,1,2.4,1.6,0.05,0.6,1.4
Rayo Vallecano,Iván Balliu,al ALB,DF,32.0,13.4,0,1,0,0.0,0.07,0.0,0.0,,30.9,0,0,0,0.0,0.0,0.01,0.0,0.0
Rayo Vallecano,Aridane Hernández,es ESP,DF,35.0,11.4,0,8,2,25.0,0.7,0.18,0.0,0.0,8.0,0,0,0,0.9,0.9,0.11,-0.9,-0.9
Rayo Vallecano,Alfonso Espino,uy URU,DF,32.0,9.3,0,10,2,20.0,1.07,0.21,0.0,0.0,25.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Rayo Vallecano,Gerard Gumbau,es ESP,MF,29.0,9.5,0,13,5,38.5,1.37,0.53,0.0,0.0,21.0,0,0,0,1.1,1.1,0.08,-1.1,-1.1
Rayo Vallecano,Dani Cárdenas,es ESP,GK,27.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rayo Vallecano,Óscar Trejo,ar ARG,MF,36.0,5.6,1,5,2,40.0,0.9,0.36,0.2,0.5,16.5,0,0,0,0.6,0.6,0.12,0.4,0.4
Rayo Vallecano,Sergi Guardiola,es ESP,FW,33.0,4.0,0,11,3,27.3,2.73,0.74,0.0,0.0,10.4,0,0,0,2.4,2.4,0.22,-2.4,-2.4
Rayo Vallecano,James Rodríguez,co COL,MF,33.0,1.6,0,4,2,50.0,2.55,1.28,0.0,0.0,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Rayo Vallecano,Pelayo Fernandez,es ESP,DF,21.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rayo Vallecano,Etienne Eto'o,cm CMR,FW,21.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rayo Vallecano,Raúl de Tomás,es ESP,DF,29.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Osasuna,Sergio Herrera,es ESP,GK,31.0,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Osasuna,Jesús Areso,es ESP,DF,25.0,34.3,0,8,0,0.0,0.23,0.0,0.0,,21.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Osasuna,Catena,es ESP,DF,29.0,34.2,1,20,5,25.0,0.59,0.15,0.05,0.2,10.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2
Osasuna,Aimar Oroz,es ESP,MF,22.0,33.2,5,47,15,31.9,1.42,0.45,0.09,0.27,19.7,3,1,1,4.2,3.5,0.08,0.8,0.5
Osasuna,Lucas Torró,es ESP,MF,30.0,32.9,3,31,7,22.6,0.94,0.21,0.1,0.43,16.0,0,0,0,2.3,2.3,0.07,0.7,0.7
Osasuna,Ante Budimir,hr CRO,FW,33.0,33.0,21,91,29,31.9,2.76,0.88,0.14,0.45,13.3,0,8,8,18.3,12.3,0.14,2.7,0.7
Osasuna,Enzo Boyomo,cm CMR,DF,22.0,33.2,2,12,3,25.0,0.36,0.09,0.17,0.67,12.4,0,0,0,1.5,1.5,0.12,0.5,0.5
Osasuna,Rubén García,es ESP,FW,31.0,27.1,5,27,10,37.0,1.0,0.37,0.19,0.5,16.1,3,0,0,3.2,3.2,0.12,1.8,1.8
Osasuna,Jon Moncayola,es ESP,MF,26.0,23.5,0,21,9,42.9,0.89,0.38,0.0,0.0,17.9,0,0,0,1.6,1.6,0.08,-1.6,-1.6
Osasuna,Bryan Zaragoza,es ESP,FW,23.0,20.6,1,42,13,31.0,2.04,0.63,0.02,0.08,20.2,0,0,0,2.7,2.7,0.06,-1.7,-1.7
Osasuna,Abel,es ESP,DF,23.0,23.1,2,12,4,33.3,0.52,0.17,0.17,0.5,22.9,0,0,0,0.5,0.5,0.04,1.5,1.5
Osasuna,Juan Cruz Armada,es ESP,DF,32.0,16.7,0,4,0,0.0,0.24,0.0,0.0,,16.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Osasuna,Jorge Herrando,es ESP,DF,23.0,15.2,1,12,3,25.0,0.79,0.2,0.08,0.33,11.2,0,0,0,1.2,1.2,0.1,-0.2,-0.2
Osasuna,Pablo Ibáñez,es ESP,MF,25.0,14.5,1,20,5,25.0,1.38,0.35,0.05,0.2,20.8,0,0,0,1.6,1.6,0.08,-0.6,-0.6
Osasuna,Rubén Peña,es ESP,"FW,DF",33.0,8.7,0,10,3,30.0,1.15,0.35,0.0,0.0,15.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Osasuna,Moi Gómez,es ESP,MF,30.0,8.9,0,6,1,16.7,0.68,0.11,0.0,0.0,19.2,1,0,0,0.5,0.5,0.08,-0.5,-0.5
Osasuna,Raúl,es ESP,FW,23.0,8.4,4,25,12,48.0,2.98,1.43,0.16,0.33,14.4,0,0,0,3.5,3.5,0.14,0.5,0.5
Osasuna,Iker Muñoz,es ESP,MF,21.0,6.8,0,11,0,0.0,1.62,0.0,0.0,,23.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Osasuna,Kike Barja,es ESP,FW,27.0,3.5,0,4,1,25.0,1.13,0.28,0.0,0.0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Osasuna,José Arnaiz,es ESP,FW,29.0,1.5,0,6,3,50.0,4.06,2.03,0.0,0.0,23.1,2,0,0,0.3,0.3,0.05,-0.3,-0.3
Osasuna,Nacho Vidal,es ESP,DF,29.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Osasuna,Aitor Fernández,es ESP,GK,33.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Osasuna,Unai García,es ESP,DF,32.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Osasuna,Iker Benito,es ESP,FW,21.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Osasuna,Javi Martínez,es ESP,MF,24.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mallorca,Antonio Raillo,es ESP,DF,32.0,35.6,2,35,8,22.9,0.98,0.22,0.06,0.25,12.8,0,0,0,2.0,2.0,0.06,0.0,0.0
Mallorca,Sergi Darder,es ESP,MF,30.0,30.7,2,36,9,25.0,1.17,0.29,0.06,0.22,24.2,1,0,0,2.1,2.1,0.06,-0.1,-0.1
Mallorca,Dominik Greif,sk SVK,GK,27.0,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mallorca,Martin Valjent,sk SVK,DF,28.0,30.7,3,12,5,41.7,0.39,0.16,0.25,0.6,13.1,0,0,0,0.8,0.8,0.07,2.2,2.2
Mallorca,Samu Costa,pt POR,MF,23.0,29.5,0,30,8,26.7,1.02,0.27,0.0,0.0,18.3,1,0,0,1.8,1.8,0.06,-1.8,-1.8
Mallorca,Johan Mojica,co COL,DF,31.0,30.7,1,17,3,17.6,0.55,0.1,0.06,0.33,24.2,4,0,0,0.9,0.9,0.05,0.1,0.1
Mallorca,Pablo Maffeo,es ESP,DF,27.0,26.4,0,7,1,14.3,0.27,0.04,0.0,0.0,19.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Mallorca,Dani Rodríguez,es ESP,MF,36.0,24.3,4,31,10,32.3,1.28,0.41,0.13,0.4,17.9,1,0,0,2.8,2.8,0.09,1.2,1.2
Mallorca,Vedat Muriqi,xk KVX,FW,30.0,23.0,7,52,16,30.8,2.26,0.7,0.1,0.31,12.3,0,2,3,9.7,7.3,0.14,-2.7,-2.3
Mallorca,Omar Mascarell,gq EQG,MF,31.0,22.2,1,9,2,22.2,0.41,0.09,0.11,0.5,16.8,0,0,0,0.5,0.5,0.05,0.5,0.5
Mallorca,Cyle Larin,ca CAN,FW,29.0,19.8,7,38,14,36.8,1.92,0.71,0.16,0.43,11.7,0,1,1,6.9,6.1,0.16,0.1,-0.1
Mallorca,Copete,es ESP,DF,24.0,17.0,0,6,2,33.3,0.35,0.12,0.0,0.0,9.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Mallorca,Manu Morlanes,es ESP,MF,25.0,15.0,0,11,1,9.1,0.73,0.07,0.0,0.0,22.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Mallorca,Roberto Navarro,es ESP,MF,22.0,14.4,1,18,6,33.3,1.25,0.42,0.06,0.17,16.2,0,0,0,2.0,2.0,0.11,-1.0,-1.0
Mallorca,Takuma Asano,jp JPN,FW,29.0,11.9,2,28,8,28.6,2.36,0.67,0.07,0.25,13.6,0,0,0,2.7,2.7,0.1,-0.7,-0.7
Mallorca,Antonio Sánchez,es ESP,MF,27.0,15.6,0,17,2,11.8,1.09,0.13,0.0,0.0,19.3,0,0,0,1.1,1.1,0.06,-1.1,-1.1
Mallorca,Mateu Morey,es ESP,DF,24.0,8.3,0,3,1,33.3,0.36,0.12,0.0,0.0,19.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4
Mallorca,Leo Román,es ESP,GK,24.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mallorca,Toni Lato,es ESP,DF,26.0,6.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mallorca,Abdón Prats,es ESP,FW,31.0,5.1,2,13,4,30.8,2.55,0.79,0.08,0.25,14.7,0,1,1,2.2,1.5,0.11,-0.2,-0.5
Mallorca,Marc Domenech,es ESP,FW,18.0,3.4,0,8,2,25.0,2.36,0.59,0.0,0.0,15.2,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Mallorca,David López,es ESP,DF,21.0,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mallorca,Valery Fernández,es ESP,MF,24.0,3.4,2,3,3,100.0,0.87,0.87,0.67,0.67,10.3,0,0,0,0.8,0.8,0.28,1.2,1.2
Mallorca,Chiquinho,pt POR,MF,24.0,1.6,0,4,2,50.0,2.45,1.22,0.0,0.0,15.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Mallorca,Siebe Van Der Heyden,be BEL,DF,26.0,1.1,0,1,0,0.0,0.93,0.0,0.0,,11.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Mallorca,Javier Llabrés,es ESP,FW,21.0,0.6,0,1,0,0.0,1.55,0.0,0.0,,19.7,0,0,0,0.0,0.0,0.05,0.0,0.0
Mallorca,Jan Salas,es ESP,MF,18.0,0.5,0,2,0,0.0,4.19,0.0,0.0,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Mallorca,Daniel Luna,co COL,MF,21.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Real Sociedad,Álex Remiro,es ESP,GK,29.0,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Real Sociedad,Martín Zubimendi,es ESP,MF,25.0,32.9,2,24,6,25.0,0.73,0.18,0.08,0.33,13.9,0,0,0,2.6,2.6,0.11,-0.6,-0.6
Real Sociedad,Sergio Gómez,es ESP,MF,23.0,30.6,2,18,10,55.6,0.59,0.33,0.11,0.2,24.0,5,0,0,1.9,1.9,0.11,0.1,0.1
Real Sociedad,Jon Aramburu,ve VEN,DF,22.0,27.4,1,11,3,27.3,0.4,0.11,0.09,0.33,20.8,0,0,0,0.4,0.4,0.04,0.6,0.6
Real Sociedad,Mikel Oyarzabal,es ESP,FW,27.0,25.2,9,39,13,33.3,1.55,0.52,0.13,0.38,13.4,0,4,4,9.9,6.8,0.17,-0.9,-1.8
Real Sociedad,Takefusa Kubo,jp JPN,MF,23.0,26.5,5,43,14,32.6,1.62,0.53,0.12,0.36,16.1,0,0,0,3.6,3.6,0.08,1.4,1.4
Real Sociedad,Igor Zubeldia,es ESP,DF,27.0,25.2,0,12,4,33.3,0.48,0.16,0.0,0.0,17.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Real Sociedad,Javi López,es ESP,DF,22.0,21.6,0,5,1,20.0,0.23,0.05,0.0,0.0,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Real Sociedad,Luka Sučić,hr CRO,MF,21.0,20.0,1,43,11,25.6,2.15,0.55,0.02,0.09,23.6,1,0,0,3.3,3.3,0.08,-2.3,-2.3
Real Sociedad,Nayef Aguerd,ma MAR,DF,28.0,19.6,0,15,5,33.3,0.77,0.26,0.0,0.0,11.5,0,0,0,2.4,2.4,0.16,-2.4,-2.4
Real Sociedad,Brais Méndez,es ESP,MF,27.0,17.2,3,28,9,32.1,1.63,0.52,0.11,0.33,18.0,4,0,0,3.5,3.5,0.13,-0.5,-0.5
Real Sociedad,Aritz Elustondo,es ESP,DF,30.0,16.2,0,4,0,0.0,0.25,0.0,0.0,,8.2,0,0,0,0.4,0.4,0.11,-0.4,-0.4
Real Sociedad,Ander Barrenetxea,es ESP,MF,22.0,14.2,1,25,8,32.0,1.77,0.57,0.04,0.13,16.2,0,0,0,1.6,1.6,0.07,-0.6,-0.6
Real Sociedad,Pablo Marín,es ESP,MF,21.0,13.8,1,21,7,33.3,1.52,0.51,0.05,0.14,18.5,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Real Sociedad,Aihen Muñoz,es ESP,DF,26.0,12.3,0,6,0,0.0,0.49,0.0,0.0,,30.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Real Sociedad,Sheraldo Becker,sr SUR,FW,29.0,11.1,2,22,13,59.1,1.97,1.17,0.09,0.15,19.1,0,0,0,2.0,2.0,0.09,0.0,0.0
Real Sociedad,Beñat Turrientes,es ESP,MF,22.0,10.5,0,7,1,14.3,0.66,0.09,0.0,0.0,21.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Real Sociedad,Orri Steinn Óskarsson,is ISL,FW,19.0,10.6,3,19,7,36.8,1.8,0.66,0.16,0.43,13.1,0,0,0,5.2,5.2,0.27,-2.2,-2.2
Real Sociedad,Jon Pacheco,es ESP,DF,23.0,9.5,0,1,0,0.0,0.11,0.0,0.0,,8.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Real Sociedad,Hamari Traoré,ml MLI,DF,32.0,7.9,0,1,0,0.0,0.13,0.0,0.0,,14.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Real Sociedad,Olasagasti,es ESP,MF,23.0,9.6,1,13,2,15.4,1.35,0.21,0.08,0.5,18.5,0,0,0,0.9,0.9,0.07,0.1,0.1
Real Sociedad,Jon Martin,es ESP,DF,18.0,10.0,0,9,1,11.1,0.9,0.1,0.0,0.0,10.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Real Sociedad,Umar Sadiq,ng NGA,FW,27.0,2.5,0,5,0,0.0,1.97,0.0,0.0,,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Real Sociedad,Unai Marrero,es ESP,GK,22.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Real Sociedad,Arkaitz Mariezkurrena,es ESP,FW,19.0,2.7,2,10,5,50.0,3.72,1.86,0.2,0.4,16.9,0,0,0,1.0,1.0,0.1,1.0,1.0
Real Sociedad,Arsen Zakharyan,ru RUS,MF,21.0,0.8,1,4,2,50.0,4.93,2.47,0.25,0.5,22.7,0,0,0,0.2,0.2,0.05,0.8,0.8
Real Sociedad,Urko González,es ESP,MF,23.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Real Sociedad,Álvaro Odriozola,es ESP,DF,28.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Real Sociedad,Daniel Díaz,es ESP,MF,18.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Real Sociedad,Luken Beitia,es ESP,DF,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Real Sociedad,Jon Magunazelaia,es ESP,MF,23.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Valencia,Cristhian Mosquera,es ESP,DF,20.0,36.9,1,5,2,40.0,0.14,0.05,0.2,0.5,10.5,0,0,0,0.4,0.4,0.08,0.6,0.6
Valencia,Diego López,es ESP,MF,22.0,30.7,8,44,14,31.8,1.43,0.46,0.18,0.57,15.1,0,0,0,6.6,6.6,0.15,1.4,1.4
Valencia,Giorgi Mamardashvili,ge GEO,GK,23.0,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Valencia,César Tárrega,es ESP,DF,22.0,33.6,2,20,6,30.0,0.59,0.18,0.1,0.33,10.3,0,0,0,1.9,1.9,0.1,0.1,0.1
Valencia,Luis Rioja,es ESP,MF,30.0,31.7,5,28,12,42.9,0.88,0.38,0.11,0.25,21.2,1,2,2,3.3,1.7,0.06,1.7,1.3
Valencia,Javier Guerra,es ESP,MF,21.0,28.9,3,47,10,21.3,1.63,0.35,0.06,0.3,22.8,1,0,0,2.2,2.2,0.05,0.8,0.8
Valencia,Enzo Barrenechea,ar ARG,MF,23.0,24.6,1,16,3,18.8,0.65,0.12,0.06,0.33,18.5,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Valencia,Dimitri Foulquier,fr FRA,DF,31.0,25.6,0,13,2,15.4,0.51,0.08,0.0,0.0,21.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Valencia,Hugo Duro,es ESP,FW,24.0,24.2,11,48,16,33.3,1.98,0.66,0.21,0.63,11.1,1,1,1,9.4,8.6,0.18,1.6,1.4
Valencia,Domingos André Ribeiro Almeida,pt POR,MF,24.0,22.2,0,18,5,27.8,0.81,0.23,0.0,0.0,24.1,2,0,0,1.2,1.2,0.07,-1.2,-1.2
Valencia,José Luis Gayà,es ESP,DF,29.0,20.1,0,12,4,33.3,0.6,0.2,0.0,0.0,19.3,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Valencia,José Luis García Vayá,es ESP,MF,25.0,19.4,2,12,4,33.3,0.62,0.21,0.0,0.0,25.8,1,2,2,2.1,0.5,0.04,-0.1,-0.5
Valencia,Jesus Vazquez,es ESP,DF,21.0,10.3,0,5,1,20.0,0.49,0.1,0.0,0.0,26.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Valencia,Yarek Gasiorowski,es ESP,DF,19.0,10.6,0,3,0,0.0,0.28,0.0,0.0,,7.6,0,0,0,1.1,1.1,0.38,-1.1,-1.1
Valencia,Umar Sadiq,ng NGA,FW,27.0,9.2,5,20,7,35.0,2.16,0.76,0.25,0.71,13.2,0,0,0,3.4,3.4,0.19,1.6,1.6
Valencia,Thierry Correia,pt POR,DF,25.0,8.6,0,7,3,42.9,0.82,0.35,0.0,0.0,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Valencia,Mouctar Diakhaby,gn GUI,DF,27.0,7.3,2,11,4,36.4,1.51,0.55,0.18,0.5,9.0,0,0,0,1.5,1.5,0.13,0.5,0.5
Valencia,Rafa Mir,es ESP,FW,27.0,8.4,1,27,7,25.9,3.21,0.83,0.04,0.14,16.5,0,0,0,3.0,3.0,0.11,-2.0,-2.0
Valencia,Dani Gómez,es ESP,FW,26.0,6.0,2,14,6,42.9,2.35,1.01,0.14,0.33,12.1,0,0,0,2.7,2.7,0.19,-0.7,-0.7
Valencia,Francisco Perez,es ESP,FW,21.0,6.4,0,6,1,16.7,0.94,0.16,0.0,0.0,18.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Valencia,Hugo Guillamón,es ESP,MF,24.0,4.1,0,2,1,50.0,0.49,0.25,0.0,0.0,24.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Valencia,Stole Dimitrievski,mk MKD,GK,30.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Valencia,Sergi Canós,es ESP,MF,27.0,4.1,0,11,3,27.3,2.66,0.73,0.0,0.0,19.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Valencia,Ivan Jaime Pajuelo,es ESP,MF,23.0,3.3,0,8,3,37.5,2.41,0.9,0.0,0.0,18.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Valencia,Germán Valera,es ESP,MF,22.0,1.7,0,3,2,66.7,1.81,1.21,0.0,0.0,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Valencia,Max Aarons,eng ENG,DF,24.0,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Valencia,Maximiliano Caufriez,be BEL,DF,27.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Valencia,Rodrigo Abajas,es ESP,DF,21.0,0.7,0,1,0,0.0,1.36,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Valencia,Martín Tejón,es ESP,MF,20.0,0.5,0,1,0,0.0,1.84,0.0,0.0,,11.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Valencia,Iker Córdoba,es ESP,DF,18.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Valencia,David Otorbi,es ESP,MF,16.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Valencia,Alberto Marí,es ESP,FW,23.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Getafe,David Soria,es ESP,GK,31.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Getafe,Omar Alderete,py PAR,DF,27.0,33.1,1,38,10,26.3,1.15,0.3,0.03,0.1,21.9,7,0,0,1.7,1.7,0.04,-0.7,-0.7
Getafe,Iglesias,es ESP,DF,26.0,32.1,0,21,3,14.3,0.65,0.09,0.0,0.0,25.7,0,0,0,1.6,1.6,0.08,-1.6,-1.6
Getafe,Luis Milla,es ESP,MF,29.0,32.0,1,31,7,22.6,0.97,0.22,0.0,0.0,25.3,4,1,1,1.8,1.0,0.03,-0.8,-1.0
Getafe,Diego Rico,es ESP,DF,31.0,31.3,0,16,3,18.8,0.51,0.1,0.0,0.0,31.1,1,0,0,0.4,0.4,0.02,-0.4,-0.4
Getafe,Mauro Arambarri,uy URU,MF,28.0,29.6,10,53,16,30.2,1.79,0.54,0.13,0.44,18.2,1,3,3,8.2,5.8,0.11,1.8,1.2
Getafe,Djené,tg TOG,DF,32.0,28.4,0,6,0,0.0,0.21,0.0,0.0,,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Getafe,Christantus Uche,ng NGA,FW,21.0,27.8,4,50,14,28.0,1.8,0.5,0.08,0.29,17.1,0,0,0,3.8,3.8,0.08,0.2,0.2
Getafe,Domingos Duarte,pt POR,DF,29.0,20.7,1,3,1,33.3,0.15,0.05,0.33,1.0,13.0,0,0,0,0.2,0.2,0.07,0.8,0.8
Getafe,Carles Pérez,es ESP,MF,26.0,16.0,3,34,9,26.5,2.12,0.56,0.09,0.33,21.1,1,0,0,2.4,2.4,0.07,0.6,0.6
Getafe,Ramón Terrats,es ESP,MF,23.0,13.7,4,19,8,42.1,1.39,0.59,0.21,0.5,21.6,1,0,0,2.2,2.2,0.11,1.8,1.8
Getafe,Bertuğ Yıldırım,tr TUR,FW,22.0,12.1,1,19,7,36.8,1.56,0.58,0.05,0.14,11.4,0,0,0,2.5,2.5,0.13,-1.5,-1.5
Getafe,Alex Sola,es ESP,MF,25.0,11.6,0,15,2,13.3,1.3,0.17,0.0,0.0,18.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0
